#srid: ENU
#ref point: None
#N;E;time;U;num;version
6511471.921;948700.881;01/01/1970 00:00:00;0.000;4104;v10
6511449.814;948714.870;01/01/1970 00:00:00;0.000;4104;v10
6511424.759;948716.430;01/01/1970 00:00:00;0.000;4104;v10
6511399.616;948715.811;01/01/1970 00:00:00;0.000;4104;v10
6511375.403;948707.984;01/01/1970 00:00:00;0.000;4104;v10
6511350.218;948709.081;01/01/1970 00:00:00;0.000;4104;v10
6511325.290;948700.036;01/01/1970 00:00:00;0.000;4104;v10
6511301.670;948690.392;01/01/1970 00:00:00;0.000;4104;v10
6511280.880;948676.503;01/01/1970 00:00:00;0.000;4104;v10
6511256.436;948671.179;01/01/1970 00:00:00;0.000;4104;v10
6511231.067;948670.491;01/01/1970 00:00:00;0.000;4104;v10
6511205.082;948665.541;01/01/1970 00:00:00;0.000;4104;v10
6511182.240;948653.137;01/01/1970 00:00:00;0.000;4104;v10
6511164.191;948635.551;01/01/1970 00:00:00;0.000;4104;v10
6511141.270;948623.930;01/01/1970 00:00:00;0.000;4104;v10
6511115.947;948618.875;01/01/1970 00:00:00;0.000;4104;v10
6511090.128;948618.049;01/01/1970 00:00:00;0.000;4104;v10
6511065.243;948623.810;01/01/1970 00:00:00;0.000;4104;v10
6511039.688;948623.987;01/01/1970 00:00:00;0.000;4104;v10
6511014.872;948620.470;01/01/1970 00:00:00;0.000;4104;v10
6510989.165;948616.912;01/01/1970 00:00:00;0.000;4104;v10
6510965.788;948626.977;01/01/1970 00:00:00;0.000;4104;v10
6510939.589;948624.997;01/01/1970 00:00:00;0.000;4104;v10
6510914.103;948626.886;01/01/1970 00:00:00;0.000;4104;v10
6510887.789;948627.561;01/01/1970 00:00:00;0.000;4104;v10
6510864.998;948616.402;01/01/1970 00:00:00;0.000;4104;v10
6510840.058;948615.306;01/01/1970 00:00:00;0.000;4104;v10
6510815.140;948612.027;01/01/1970 00:00:00;0.000;4104;v10
6510790.446;948606.011;01/01/1970 00:00:00;0.000;4104;v10
6510765.884;948600.535;01/01/1970 00:00:00;0.000;4104;v10
6510742.256;948587.928;01/01/1970 00:00:00;0.000;4104;v10
6510718.806;948576.951;01/01/1970 00:00:00;0.000;4104;v10
6510693.714;948572.120;01/01/1970 00:00:00;0.000;4104;v10
6510669.833;948561.472;01/01/1970 00:00:00;0.000;4104;v10
6510645.573;948552.475;01/01/1970 00:00:00;0.000;4104;v10
6510620.125;948552.569;01/01/1970 00:00:00;0.000;4104;v10
6510633.237;948530.525;01/01/1970 00:00:00;0.000;4104;v10
6510652.074;948512.615;01/01/1970 00:00:00;0.000;4104;v10
6510667.012;948491.744;01/01/1970 00:00:00;0.000;4104;v10
6510685.460;948472.446;01/01/1970 00:00:00;0.000;4104;v10
6510708.055;948459.529;01/01/1970 00:00:00;0.000;4104;v10
6510722.898;948439.052;01/01/1970 00:00:00;0.000;4104;v10
6510738.096;948419.106;01/01/1970 00:00:00;0.000;4104;v10
6510759.088;948405.007;01/01/1970 00:00:00;0.000;4104;v10
6510782.152;948392.694;01/01/1970 00:00:00;0.000;4104;v10
6510799.601;948373.438;01/01/1970 00:00:00;0.000;4104;v10
6510783.465;948353.668;01/01/1970 00:00:00;0.000;4104;v10
6510758.666;948345.083;01/01/1970 00:00:00;0.000;4104;v10
6510743.992;948322.993;01/01/1970 00:00:00;0.000;4104;v10
6510754.848;948300.106;01/01/1970 00:00:00;0.000;4104;v10
6510774.775;948284.412;01/01/1970 00:00:00;0.000;4104;v10
6510785.984;948261.979;01/01/1970 00:00:00;0.000;4104;v10
6510787.720;948236.186;01/01/1970 00:00:00;0.000;4104;v10
6510802.317;948215.097;01/01/1970 00:00:00;0.000;4104;v10
6510813.358;948191.267;01/01/1970 00:00:00;0.000;4104;v10
6510837.585;948147.184;01/01/1970 00:00:00;0.000;4104;v10
6510850.889;948124.354;01/01/1970 00:00:00;0.000;4104;v10
6510858.909;948100.023;01/01/1970 00:00:00;0.000;4104;v10
6510864.694;948075.393;01/01/1970 00:00:00;0.000;4104;v10
6510864.178;948048.834;01/01/1970 00:00:00;0.000;4104;v10
6510874.132;948025.595;01/01/1970 00:00:00;0.000;4104;v10
6510884.400;948001.874;01/01/1970 00:00:00;0.000;4104;v10
