3314657.06154436,9023700.88830904,1412412627743,133
3314657.50682232,9023701.13090675,1412412631724,132
3314657.72946131,9023702.10129764,1412412632742,132
3314657.50682232,9023702.58649314,1412412634729,132
3314654.38987658,9023705.01247112,1412412636726,132
3314652.38612575,9023706.4680583,1412412638729,132
3314652.05216727,9023706.4680583,1412412640733,132
3314652.27480626,9023706.7106562,1412412642739,133
3314652.72008422,9023706.95325409,1412412644737,133
3314651.94084778,9023706.95325409,1412412646738,136
3314651.94084778,9023706.95325409,1412412648739,135
3314651.94084778,9023707.195852,1412412650729,135
3314652.38612575,9023706.95325409,1412412652729,135
3314652.27480626,9023707.195852,1412412654736,135
3314652.27480626,9023707.43844992,1412412656720,135
3314652.27480626,9023707.43844992,1412412658731,135
3314652.38612575,9023707.43844992,1412412660737,135
3314652.49744524,9023707.43844992,1412412662733,135
3314653.05404269,9023707.43844992,1412412664729,136
3314653.38800116,9023707.68104784,1412412666722,137
3314653.49932066,9023707.92364578,1412412668728,138
3314653.61064015,9023708.16624371,1412412670731,138
3314653.72195964,9023708.65143962,1412412672737,138
3314653.83327913,9023708.89403759,1412412674737,138
3314653.94459862,9023708.89403759,1412412676723,138
3314654.05591811,9023709.13663556,1412412678738,138
3314654.1672376,9023709.13663556,1412412680738,139
3314654.1672376,9023709.37923354,1412412682774,139
3314654.27855709,9023709.62183154,1412412684771,139
3314654.38987658,9023709.62183154,1412412686742,139
3314654.38987658,9023709.86442953,1412412688752,139
3314654.38987658,9023709.86442953,1412412690768,139
3314654.38987658,9023709.86442953,1412412692734,139
3314654.38987658,9023709.86442953,1412412694746,139
3314654.38987658,9023709.86442953,1412412696711,139
3314653.49932066,9023710.83482161,1412412698715,139
3314650.82765288,9023718.11276636,1412412700731,139
3314653.61064015,9023729.27229598,1412412702705,139
3314661.06904603,9023742.6152346,1412412704721,139
3314671.75571714,9023754.2600013,1412412706709,136
3314683.55558317,9023769.05858624,1412412708722,136
3314696.91392206,9023779.97559469,1412412710709,134
3314710.04962198,9023793.31862755,1412412712719,135
3314720.17969564,9023804.72087529,1412412714721,132
3314730.97768625,9023819.51956426,1412412716722,132
3314741.99831584,9023831.64965993,1412412718721,132
3314752.23970899,9023844.26498118,1412412720723,133
3314763.81693603,9023854.45429529,1412412722720,134
3314773.27909275,9023863.18800462,1412412724713,134
3314783.74312488,9023869.25308679,1412412726720,133
3314795.98826887,9023878.7146252,1412412728723,134
3314806.452301,9023888.90398822,1412412730719,134
3314816.47105518,9023897.15253077,1412412732712,133
3314829.82939407,9023908.79754816,1412412734717,134
3314843.52169144,9023917.77392863,1412412736719,134
3314853.76308459,9023925.29468847,1412412738710,133
3314863.44788029,9023932.33024513,1412412740709,131
3314872.79871752,9023939.3658087,1412412742719,131
3314883.70802762,9023949.3126517,1412412744710,131
3314895.39657415,9023954.64998777,1412412746711,129
3314907.64171814,9023953.92216899,1412412748710,130
3314919.99818161,9023949.79786391,1412412750709,129
3314928.90374088,9023950.04047002,1412412752714,131
3314942.59603824,9023951.73871306,1412412754716,133
3314952.28083394,9023953.19435028,1412412756721,133
3314962.07694913,9023951.01089457,1412412758725,131
3314972.31834229,9023948.09962133,1412412760737,129
