XL93,YL93,track_seg_point_id,ele,time,X,Y,Z
941967.40577856,6435832.54661994,286,1280.031,2018/08/03 03:55:42,6.07032,44.97937,1280.031
941971.052509885,6435860.47587517,287,1267.066,2018/08/03 03:59:42,6.07038,44.97962,1267.066
941930.233061988,6435875.56041006,288,1269.096,2018/08/03 04:00:42,6.06987,44.97977,1269.096
941920.662042201,6435898.52952612,289,1261.031,2018/08/03 04:02:42,6.06976,44.97998,1261.031
941926.056945876,6435922.08076142,290,1251.024,2018/08/03 04:04:42,6.06984,44.98019,1251.024
941944.518882256,6435913.9069387,291,1249.008,2018/08/03 04:05:42,6.07007,44.98011,1249.008
941967.771143064,6435944.82185888,292,1234.011,2018/08/03 04:09:42,6.07038,44.98038,1234.011
941940.871307313,6435967.11680896,293,1232.046,2018/08/03 04:11:42,6.07005,44.98059,1232.046
941965.418634654,6435964.73725017,294,1227.09,2018/08/03 04:12:42,6.07036,44.98056,1227.09
941963.68110342,6435989.12254548,295,1219.095,2018/08/03 04:13:42,6.07035,44.98078,1219.095
941979.823072166,6435979.74708563,296,1218.038,2018/08/03 04:14:42,6.07055,44.98069,1218.038
941985.519916245,6435995.52966093,297,1211.038,2018/08/03 04:16:42,6.07063,44.98083,1211.038
942032.942417803,6435972.92199966,298,1210.017,2018/08/03 04:19:42,6.07122,44.98061,1210.017
942037.991304952,6436005.35184616,299,1197.022,2018/08/03 04:21:42,6.0713,44.9809,1197.022
942068.01917549,6436024.30439385,300,1187.088,2018/08/03 04:26:42,6.07169,44.98106,1187.088
942077.501527423,6436084.69422158,301,1176.024,2018/08/03 04:29:42,6.07184,44.9816,1176.024
942103.979426374,6436093.5053255,302,1170.026,2018/08/03 04:31:42,6.07218,44.98167,1170.026
942094.850083019,6436125.38333216,303,1163.008,2018/08/03 04:32:42,6.07208,44.98196,1163.008
942111.271144518,6436149.36395626,304,1152.05,2018/08/03 04:33:42,6.0723,44.98217,1152.05
942108.971402213,6436188.17677736,305,1142.025,2018/08/03 04:34:42,6.07229,44.98252,1142.025
942128.9946947,6436241.19656689,306,1125.089,2018/08/03 04:37:42,6.07257,44.98299,1125.089
942119.250567887,6436268.60460737,307,1122.034,2018/08/03 04:38:42,6.07246,44.98324,1122.034
942133.653890959,6436283.61478704,308,1116.057,2018/08/03 04:39:42,6.07265,44.98337,1116.057
942150.934651684,6436366.53825782,309,1098.097,2018/08/03 04:41:42,6.07291,44.98411,1098.097
942225.105232325,6436467.23821341,310,1074.086,2018/08/03 04:48:42,6.0739,44.98499,1074.086
942242.989294945,6436534.62453284,311,1060.081,2018/08/03 04:53:42,6.07416,44.98559,1060.081
942240.525245662,6436597.88379707,312,1048.016,2018/08/03 04:54:42,6.07416,44.98616,1048.016
942311.572155614,6436576.19868366,313,1034.076,2018/08/03 04:58:42,6.07505,44.98594,1034.076
942318.712966121,6436595.37234603,314,1030.013,2018/08/03 04:59:42,6.07515,44.98611,1030.013
942314.975655043,6436650.80151904,315,1019.008,2018/08/03 05:03:42,6.07513,44.98661,1019.008
942326.131570721,6436647.90171941,316,1020.023,2018/08/03 05:05:42,6.07527,44.98658,1020.023
942311.389251608,6436844.0619998,317,985.098,2018/08/03 05:10:42,6.07518,44.98835,985.098
942336.989498185,6436855.06301313,318,984.032,2018/08/03 05:12:42,6.07551,44.98844,984.032
942402.910331407,6436823.17583974,319,996.057,2018/08/03 05:14:42,6.07633,44.98813,996.057
942556.986305487,6436876.97786727,320,997.01,2018/08/03 05:25:42,6.07831,44.98856,997.01
942610.859588372,6436911.31280743,321,990.03,2018/08/03 05:29:42,6.07901,44.98885,990.03
942639.411711813,6436866.85538387,322,992.039,2018/08/03 05:34:42,6.07935,44.98844,992.039
942672.524394316,6436847.02898573,323,991.014,2018/08/03 05:36:42,6.07976,44.98825,991.014
942684.018642762,6436815.24409194,324,990.044,2018/08/03 05:39:42,6.07989,44.98796,990.044
942721.475163351,6436825.59790418,325,988.005,2018/08/03 05:40:42,6.08037,44.98804,988.005
942782.983991171,6436805.76894706,326,985.015,2018/08/03 05:44:42,6.08114,44.98784,985.015
942871.343419838,6436865.90560059,327,977.008,2018/08/03 05:48:42,6.08229,44.98835,977.008
942890.310074395,6436925.55582604,328,970.036,2018/08/03 05:51:42,6.08256,44.98888,970.036
942911.097055703,6436938.59425374,329,964.041,2018/08/03 05:53:42,6.08283,44.98899,964.041
942933.45188144,6436931.68701234,330,960.095,2018/08/03 05:54:42,6.08311,44.98892,960.095
942940.706100359,6436907.51741385,331,963.09,2018/08/03 05:55:42,6.08319,44.9887,963.09
942989.093677275,6436900.51591839,332,960.093,2018/08/03 06:00:42,6.0838,44.98862,960.093
943101.119559513,6436960.4692447,333,945.073,2018/08/03 06:01:42,6.08525,44.98912,945.073
943169.598980548,6436984.2651566,334,939.032,2018/08/03 06:02:42,6.08613,44.98931,939.032
943191.166425865,6436977.32804686,335,941.097,2018/08/03 06:03:42,6.0864,44.98924,941.097
943267.700485062,6437017.00107815,336,928.055,2018/08/03 06:09:42,6.08739,44.98957,928.055
943353.015155716,6437013.6701097,337,925.007,2018/08/03 06:11:42,6.08847,44.98951,925.007
943522.667740271,6436951.39824243,338,924.017,2018/08/03 06:20:42,6.09059,44.98889,924.017
943603.703055466,6436976.80219532,339,909.008,2018/08/03 06:25:42,6.09163,44.98909,909.008
943693.82615779,6436951.43413412,340,904.017,2018/08/03 06:28:42,6.09276,44.98883,904.017
943776.997063026,6436942.46739259,341,903.012,2018/08/03 06:29:42,6.09381,44.98872,903.012
943816.552810311,6436959.57921588,342,899.046,2018/08/03 06:31:42,6.09432,44.98886,899.046
943862.18273374,6436942.47280776,343,902.071,2018/08/03 06:32:42,6.09489,44.98869,902.071
943893.862814704,6436959.2762949,344,901.054,2018/08/03 06:33:42,6.0953,44.98883,901.054
943921.949272447,6436947.03982477,345,907.074,2018/08/03 06:34:42,6.09565,44.98871,907.074
944039.123125958,6436976.09013573,346,898.013,2018/08/03 06:39:42,6.09715,44.98893,898.013
944146.571006222,6436931.40131133,347,909.058,2018/08/03 06:40:42,6.09849,44.98849,909.058
944419.901028309,6437001.04834035,348,912.031,2018/08/03 06:41:42,6.10199,44.98902,912.031
944476.331081603,6436909.89968752,349,926.061,2018/08/03 06:42:42,6.10266,44.98818,926.061
944526.948441959,6436866.3178722,350,929.007,2018/08/03 06:43:42,6.10328,44.98777,929.007
944586.580768039,6436834.20610453,351,923.008,2018/08/03 06:44:42,6.10402,44.98746,923.008
944652.99281409,6436770.1277477,352,931.065,2018/08/03 06:46:42,6.10483,44.98686,931.065
944761.673304607,6436714.38255719,353,958.07,2018/08/03 06:49:42,6.10618,44.98632,958.07
944792.477404528,6436733.37922399,354,946.074,2018/08/03 06:50:42,6.10658,44.98648,946.074
944894.993100548,6436734.08083342,355,950.099,2018/08/03 06:51:42,6.10788,44.98645,950.099
944995.36591546,6436769.1566626,356,931.082,2018/08/03 06:52:42,6.10917,44.98673,931.082
945314.157400635,6436726.14800233,357,949.022,2018/08/03 06:54:42,6.11319,44.98623,949.022
945354.018851479,6436675.47921933,358,954.031,2018/08/03 06:55:42,6.11367,44.98576,954.031
945726.256203599,6436477.87579304,359,953.076,2018/08/03 06:58:42,6.11829,44.98385,953.076
945784.153604112,6436390.13046339,360,967.069,2018/08/03 07:00:42,6.11898,44.98304,967.069
945848.305652788,6436343.75913617,361,971.004,2018/08/03 07:02:42,6.11977,44.9826,971.004
945864.233610244,6436339.94270303,362,968.024,2018/08/03 07:03:42,6.11997,44.98256,968.024
945877.357830079,6436367.13807751,363,963.008,2018/08/03 07:04:42,6.12015,44.9828,963.008
