WKT,ID,NATURE
"LINESTRING (935203.7 6452041.0,935187.5 6452043.8,935171.1 6452042.8,935153.3 6452042.1,935129.6 6452039.7,935114.1 6452039.3,935104.4 6452039.8,935093.6 6452042.4,935084.7 6452048.2,935080.3 6452054.1,935075.5 6452058.0,935068.6 6452059.4,935064.4 6452060.8,935064.7 6452063.9,935077.5 6452068.8,935093.1 6452073.0,935103.2 6452075.3,935111.9 6452077.0,935118.2 6452078.5,935123.6 6452080.6,935125.5 6452082.9,935116.9 6452084.3,935101.6 6452086.9,935091.6 6452086.2,935083.4 6452088.5,935079.1 6452091.6,935075.6 6452096.3,935073.2 6452099.4,935067.4 6452100.6,935063.6 6452104.8,935066.7 6452111.9,935077.6 6452121.0)",TRONROUT0000000008054894,Sentier
"LINESTRING (935043.6 6452272.2,935047.6 6452272.8,935058.7 6452275.9,935078.8 6452283.8,935090.3 6452289.5,935095.2 6452291.2,935098.0 6452293.1,935098.7 6452295.1,935096.7 6452297.2,935087.6 6452302.5,935076.5 6452310.1,935067.1 6452318.6,935054.9 6452326.7,935040.3 6452335.4,935027.2 6452344.3,935014.0 6452357.5,935004.3 6452367.5,934995.6 6452377.2,934986.5 6452387.0,934980.6 6452395.9,934973.5 6452403.6,934971.3 6452408.8,934971.3 6452412.2,934971.5 6452413.8,934973.2 6452413.6,934974.4 6452412.5,934975.6 6452411.2,934978.4 6452409.6,934990.5 6452406.5,935002.9 6452404.1,935018.6 6452402.1,935039.2 6452399.5,935048.7 6452399.4,935052.1 6452399.8,935053.1 6452400.8,935052.3 6452402.4,935049.2 6452404.3,935044.6 6452407.8,935028.7 6452420.2,935023.9 6452423.6,935023.4 6452425.8,935024.1 6452426.7,935026.1 6452427.0,935029.4 6452426.6,935042.9 6452424.6,935058.8 6452422.0,935076.2 6452421.0,935100.1 6452420.0,935107.8 6452420.4,935113.1 6452421.1,935116.2 6452421.6,935119.9 6452423.4,935122.0 6452424.4,935121.2 6452427.4,935118.3 6452430.7,935108.2 6452437.5,935096.0 6452446.6,935090.1 6452450.9,935088.7 6452453.1,935090.1 6452454.0,935092.2 6452454.2,935101.5 6452454.3,935113.6 6452455.2,935125.0 6452456.1,935135.3 6452458.5,935137.7 6452460.0,935145.1 6452465.6,935151.1 6452470.3,935158.2 6452473.2,935164.8 6452475.0,935171.8 6452475.1,935181.2 6452473.6,935195.1 6452474.1,935205.3 6452476.5,935208.6 6452478.8,935211.6 6452482.7,935211.3 6452484.6,935206.7 6452485.7,935191.2 6452489.7,935185.3 6452491.6,935185.1 6452492.5,935185.3 6452494.2,935187.3 6452494.3,935189.1 6452494.4,935192.3 6452494.5,935197.0 6452495.2,935204.8 6452500.1,935214.2 6452504.7,935219.3 6452508.2,935224.0 6452512.5,935231.5 6452517.9,935236.9 6452521.6,935248.4 6452531.3,935260.4 6452539.0,935264.2 6452540.6,935267.8 6452542.7,935270.4 6452545.1,935270.6 6452546.5,935266.6 6452546.9,935264.4 6452546.9,935258.5 6452546.5,935248.8 6452545.4,935235.8 6452543.7,935223.6 6452540.3,935213.3 6452538.8,935203.6 6452539.2,935196.5 6452539.7,935189.5 6452542.5,935177.6 6452549.4,935169.8 6452554.1,935157.6 6452558.5,935147.1 6452558.8,935139.7 6452558.4,935136.4 6452558.6,935135.0 6452559.8,935134.9 6452562.0,935137.2 6452563.8,935140.6 6452564.9,935144.1 6452567.6,935150.6 6452571.2,935163.8 6452572.6,935177.5 6452573.4,935187.7 6452572.9,935196.1 6452574.1,935206.1 6452578.3,935211.6 6452582.2,935214.4 6452584.6,935216.3 6452586.6,935217.1 6452589.6,935215.6 6452590.5,935212.5 6452591.5,935200.0 6452591.4,935195.0 6452591.4,935192.9 6452592.1,935188.8 6452594.6,935185.0 6452597.5,935174.7 6452604.7,935166.7 6452610.3,935157.5 6452615.0,935151.9 6452616.7,935139.3 6452621.0,935127.9 6452626.3,935122.2 6452630.0,935121.1 6452631.7,935122.5 6452632.5,935124.9 6452632.3,935128.1 6452632.0,935139.4 6452632.4,935155.1 6452635.7,935172.5 6452639.4,935181.7 6452641.9,935184.4 6452643.8,935191.1 6452651.1,935195.2 6452657.9,935199.5 6452664.2,935208.0 6452671.1,935213.1 6452675.1,935213.9 6452678.7,935210.6 6452681.6,935205.7 6452681.2,935198.8 6452680.3,935190.4 6452679.7,935179.5 6452678.8,935172.4 6452679.1,935162.8 6452681.7,935152.5 6452685.5,935147.5 6452688.2,935144.2 6452690.4,935142.1 6452695.6,935145.6 6452699.9,935155.0 6452702.7,935163.1 6452703.7,935174.2 6452705.5,935188.3 6452710.6,935201.3 6452718.1,935211.2 6452721.5,935219.3 6452723.3,935221.8 6452724.6,935224.8 6452726.9,935227.7 6452729.2,935227.5 6452733.1,935221.1 6452736.4,935216.5 6452739.0,935209.2 6452744.1,935194.4 6452749.6,935185.1 6452754.0,935180.4 6452755.9,935179.7 6452757.0,935183.7 6452758.0,935186.5 6452758.8,935194.6 6452760.1,935207.8 6452762.3,935221.6 6452763.2,935234.2 6452761.0,935241.7 6452760.6,935252.9 6452763.5,935267.5 6452767.5,935284.8 6452771.7,935298.2 6452772.7,935310.4 6452775.1,935316.6 6452771.9,935323.0 6452768.5,935330.2 6452764.0,935334.3 6452761.6,935339.8 6452762.0,935344.2 6452760.5,935354.6 6452755.7,935360.3 6452754.2,935369.4 6452751.0,935373.5 6452748.9,935380.3 6452742.4,935389.3 6452735.4,935396.1 6452731.1,935400.2 6452731.3,935405.6 6452731.5,935410.9 6452732.6,935411.8 6452730.5,935407.7 6452727.1,935402.6 6452723.9,935397.8 6452722.5,935392.9 6452720.6,935389.9 6452719.2,935390.6 6452717.1,935395.9 6452714.4,935400.2 6452711.8,935406.7 6452709.7,935410.8 6452709.0,935417.1 6452708.5,935422.7 6452709.6,935429.7 6452714.7,935435.3 6452719.5,935441.5 6452723.0,935446.7 6452725.7,935451.8 6452725.2,935458.4 6452722.2,935465.0 6452719.6,935474.1 6452722.7,935480.5 6452726.2,935486.8 6452730.7,935490.7 6452732.7,935495.6 6452733.0,935504.5 6452731.6,935507.5 6452730.7,935511.7 6452729.3,935516.0 6452725.3,935521.0 6452721.5,935525.9 6452720.6,935532.5 6452721.3,935536.6 6452720.6,935540.8 6452717.6,935545.9 6452715.6,935549.1 6452715.7,935554.0 6452716.2,935561.9 6452717.0,935569.7 6452717.3,935579.2 6452717.4,935585.5 6452719.1,935589.3 6452721.6,935594.3 6452724.8,935596.0 6452728.2,935599.4 6452737.7,935601.1 6452747.6,935602.7 6452756.6,935605.1 6452762.1,935607.1 6452764.9,935608.8 6452769.3,935614.2 6452771.1,935616.7 6452772.6,935617.6 6452774.3,935619.9 6452776.6,935624.7 6452777.7,935631.3 6452777.9,935641.0 6452777.9,935646.7 6452776.9,935652.8 6452778.9,935653.6 6452782.3,935657.4 6452787.4,935660.1 6452789.9,935662.3 6452792.2,935664.2 6452793.3,935668.3 6452794.0,935682.4 6452792.2,935693.6 6452790.2,935704.9 6452790.7,935711.1 6452791.9,935718.2 6452795.5,935726.8 6452800.2,935739.3 6452803.1,935749.5 6452808.9,935758.0 6452810.9,935765.9 6452813.6,935774.9 6452817.8,935785.6 6452822.9,935792.7 6452827.5,935797.8 6452830.5,935805.3 6452835.0,935812.6 6452840.0,935817.6 6452846.9,935820.4 6452854.8,935824.5 6452862.6,935829.5 6452868.2,935834.7 6452875.8,935837.2 6452878.9,935839.7 6452880.7,935843.6 6452881.0,935849.7 6452882.6,935850.9 6452882.4)",TRONROUT0000000008054895,Sentier
"LINESTRING (934893.1 6452041.4,934908.2 6452032.6,934922.4 6452023.7,934932.8 6452017.3,934943.2 6452010.0,934952.6 6452005.0,934961.9 6451996.8,934969.3 6451990.0,934976.2 6451987.0,934981.9 6451983.7,934992.6 6451979.4,935001.2 6451974.2,935018.0 6451967.3,935033.3 6451964.9,935050.7 6451964.3,935064.2 6451965.9,935073.5 6451970.7,935081.7 6451975.5,935088.6 6451980.0,935100.3 6451986.2,935114.1 6451991.5,935120.9 6451994.7,935125.5 6451997.6,935130.4 6452003.5,935136.9 6452007.6,935147.9 6452014.7,935171.5 6452024.8,935186.5 6452034.2,935196.1 6452037.9,935203.7 6452041.0)",TRONROUT0000000008054896,Sentier
"LINESTRING (934229.3 6452555.2,934237.4 6452558.1,934242.8 6452556.7,934249.7 6452555.4,934259.5 6452555.4,934267.5 6452558.4,934275.4 6452565.4,934286.8 6452575.8,934291.4 6452581.3,934298.1 6452588.8,934306.1 6452594.8,934310.2 6452597.2,934317.8 6452596.6,934324.1 6452595.3,934332.5 6452595.9,934342.8 6452596.6,934346.1 6452596.4,934353.1 6452592.9,934360.0 6452590.2,934376 6452586,934383.8 6452583.9,934390.4 6452582.5,934394 6452582,934395.2 6452579.4,934392.5 6452576.7,934380.5 6452570.4,934364.2 6452562.6,934359.8 6452560.0,934357.7 6452558.4,934358 6452556,934362.7 6452555.1,934376.5 6452552.8,934392.3 6452552.5,934400.1 6452552.1,934402.1 6452550.5,934398.4 6452547.1,934384.9 6452536.8,934369.7 6452525.1,934366.2 6452522.3,934366.2 6452519.8,934371.6 6452517.7,934383.6 6452516.7,934407.1 6452516.0,934413.9 6452514.8,934416.2 6452512.7,934413.0 6452508.3,934401.1 6452498.9,934389.6 6452488.2,934384.0 6452485.3,934380.7 6452482.7,934379.4 6452481.4,934383 6452480,934393.3 6452478.1,934402.2 6452477.4,934415.1 6452478.4,934425.3 6452479.1,934434.9 6452479.7,934436.2 6452478.6,934433.9 6452475.7,934424.9 6452467.9,934415.6 6452457.1,934407.4 6452448.3,934404.9 6452446.2,934402.2 6452443.9,934403.7 6452442.3,934410.4 6452442.4,934421.7 6452443.8,934429.9 6452445.4,934435.8 6452445.8,934442.4 6452446.2,934446.3 6452445.0,934450.1 6452445.1,934450.0 6452442.7,934446.3 6452440.4,934437.7 6452432.5,934429.3 6452421.4,934421.4 6452412.2,934419.7 6452408.2,934423.7 6452407.6,934436.5 6452405.9,934448.7 6452407.5,934453.1 6452408.1,934461.6 6452406.4,934471.1 6452405.8,934478.1 6452405.7,934489.5 6452403.3,934491.8 6452401.4,934491.4 6452398.6,934489.9 6452396.1,934486.7 6452393.3,934483.0 6452388.3,934481.4 6452385.1,934480.7 6452382.0,934480.8 6452380.1,934483.6 6452377.2,934486.4 6452373.9,934490.3 6452373.1,934495.8 6452373.5,934503.3 6452374.8,934512.7 6452375.6,934522.5 6452377.4,934527.0 6452380.7,934534.3 6452383.8,934540.4 6452385.4,934550.9 6452386.2,934560.9 6452386.9,934568.1 6452388.4,934574.3 6452389.0,934578.5 6452389.6,934589.4 6452385.4,934601.4 6452376.2,934608.4 6452371.8,934619.9 6452367.6,934633.4 6452363.0,934648.8 6452360.2,934662.9 6452360.2,934672.9 6452357.9,934686.3 6452357.0,934696.4 6452356.7)",TRONROUT0000000008054899,Sentier
"LINESTRING (937660.6 6454906.1,937652.0 6454907.2,937646.4 6454905.6,937637.3 6454897.3,937630.6 6454885.2,937624.0 6454871.6,937618.3 6454858.1,937616.6 6454844.3,937614.6 6454836.7,937610.3 6454831.5,937601.3 6454826.6,937591.4 6454822.7,937570.3 6454816.6,937549.1 6454807.8,937528.3 6454796.5,937516.0 6454788.1,937504.0 6454779.4,937495.8 6454774.5,937489.3 6454771.6,937483.8 6454771.5,937476.1 6454774.4,937462.6 6454777.3,937446.5 6454785.9,937433.8 6454794.1,937421.2 6454803.8,937410.5 6454809.3,937400.8 6454809.3,937392.0 6454806.1,937375.6 6454798.2,937362.8 6454793.5,937350.6 6454793.3,937335.9 6454794.3,937326.6 6454794.6,937320.7 6454791.5,937308.9 6454781.1,937303.2 6454770.7,937300.5 6454761.1,937297.9 6454753.5,937291.3 6454745.0,937286.0 6454739.8,937275.7 6454730.2,937265.0 6454720.8,937247.8 6454710.3,937232.3 6454700.8,937214.1 6454686.0,937198.3 6454673.0,937187.9 6454661.9,937178.4 6454646.3,937174.9 6454629.2,937169.0 6454616.6,937161.8 6454599.3,937156.3 6454585.9,937150.8 6454572.7,937147.8 6454564.4,937139.8 6454554.3,937132.0 6454545.8,937126.3 6454539.6,937121.6 6454532.0,937121.6 6454521.8,937123.4 6454509.7,937127.5 6454499.2,937133.3 6454486.1,937136.3 6454478.1,937137.4 6454471.3,937136.2 6454464.2,937132.8 6454457.5,937133.2 6454448.7,937137.2 6454441.0,937140.0 6454432.3,937140.6 6454419.7,937139.4 6454408.7,937137.4 6454397.5,937134.4 6454385.2,937126.7 6454372.1,937122.1 6454365.1,937116.2 6454357.2,937113.6 6454351.0,937112.7 6454344.8,937107.3 6454339.6,937098.4 6454338.2,937090.1 6454332.4,937079.2 6454328.3,937067.7 6454324.6,937056.5 6454320.2,937046.0 6454314.2,937037.2 6454307.9,937029.4 6454300.4,937026.9 6454294.5,937026.8 6454283.7,937026.8 6454277.2,937026.9 6454271.2,937026.8 6454261.6,937027.1 6454255.4,937029.1 6454250.8,937032.0 6454245.5,937034.1 6454240.6,937035.5 6454234.5,937036.7 6454228.8,937037.7 6454224.1,937039.0 6454215.5,937040.3 6454207.5,937040.7 6454199.8,937041.5 6454188.6,937038.6 6454174.3,937035.4 6454163.6,937034.8 6454152.8,937033.0 6454145.3,937027.4 6454129.3,937027.4 6454113.8,937026.0 6454102.3,937024.4 6454094.9,937019.0 6454086.5,937015.8 6454081.4,937015.1 6454078.3,937015.9 6454070.4,937016.4 6454062.4,937017.9 6454056.1,937019.2 6454049.0,937019.5 6454043.5,937019.4 6454037.0,937019.3 6454028.2,937018.3 6454019.9,937021.5 6454010.2,937025.2 6454002.3,937028.8 6453991.5,937030.9 6453984.9,937031.4 6453977.5,937029.2 6453967.1)",TRONROUT0000000084490884,Sentier
"LINESTRING (937029.2 6453967.1,937029.1 6453961.4,937029.0 6453954.5,937026.5 6453942.7,937025.5 6453933.9,937024.4 6453921.6,937022.9 6453901.8,937020.8 6453892.9,937017.3 6453885.6,937012.6 6453877.0,937010.3 6453873.1,937009.6 6453868.6,937007 6453859,937002.4 6453851.4,936995.6 6453839.6,936988.3 6453830.6,936982.6 6453823.6,936978.3 6453816.1)",TRONROUT0000000084490887,Sentier
"LINESTRING (938160.8 6454742.5,938157.9 6454751.7,938152.2 6454763.4,938146.0 6454776.8,938142.9 6454787.4,938137.2 6454824.6)",TRONROUT0000000338728380,Sentier
"LINESTRING (938191.4 6454590.6,938186.8 6454609.3)",TRONROUT0000000338728383,Sentier
"LINESTRING (939041.4 6453769.6,939042.3 6453794.4,939041.5 6453811.8,939045.1 6453838.2,939050.9 6453857.9,939059.5 6453872.1,939060.9 6453894.3,939063.9 6453901.2,939068.7 6453905.9,939072 6453930,939075.1 6453941.9,939076.2 6453959.9)",TRONROUT0000000338728375,Sentier
"LINESTRING (938699.6 6453551.9,938699.4 6453532.1,938706.9 6453519.3,938714.2 6453512.1,938716.6 6453518.0,938727.7 6453509.5,938738.7 6453503.5,938754.0 6453500.1,938764.2 6453493.3,938776.1 6453494.4,938791.0 6453495.1,938795.1 6453496.2,938791.0 6453504.2,938791.5 6453508.7,938795.4 6453513.4,938804.5 6453517.5,938829.4 6453528.2,938855.4 6453539.7,938877.8 6453553.2,938883.3 6453555.8,938887.7 6453560.5,938900.7 6453564.1,938910.3 6453565.4,938924.1 6453588.6,938941.6 6453612.8,938962.9 6453621.9,938977.5 6453630.3,938984.0 6453639.4,939005.3 6453660.2,939007.7 6453666.2)",TRONROUT0000000338728376,Sentier
"LINESTRING (937726.5 6454854.4,937753.1 6454871.9,937774.2 6454894.1,937788.7 6454911.4,937794.0 6454904.4,937799.2 6454902.2,937812.2 6454914.7,937822.1 6454919.8,937831.6 6454891.6,937833.7 6454882.1,937842.7 6454868.1,937850.6 6454837.4,937850.2 6454804.0,937855.4 6454799.5,937866.2 6454783.2,937877.5 6454752.6,937878.4 6454728.8,937884.6 6454698.0,937883.1 6454693.2,937891.0 6454664.9,937888.2 6454648.1,937892.9 6454614.9,937891.6 6454605.3,937902.2 6454591.4,937915.3 6454601.4,937926.8 6454611.4,937938.6 6454609.5,937945.5 6454607.4,937963.7 6454615.2,937986.6 6454635.2,937993.3 6454635.4,938002.6 6454657.3,938006.1 6454655.0,938010.6 6454669.5,938020.1 6454686.5,938027.5 6454713.1,938069.8 6454752.8,938090.6 6454784.6,938095.7 6454782.5,938102.1 6454792.2,938120.1 6454807.2,938124.7 6454817.0,938122.9 6454821.7,938124.4 6454826.5,938137.2 6454824.6)",TRONROUT0000000338728379,Sentier
"LINESTRING (938186.8 6454609.3,938201.6 6454617.2,938210.3 6454610.4,938215.8 6454598.7,938218.5 6454572.5,938229.4 6454553.9,938236.1 6454511.2,938246.8 6454494.9,938250.8 6454478.4,938267.3 6454445.6,938271.8 6454414.8,938280.6 6454405.6,938291.8 6454377.4,938292.1 6454370.3,938303.2 6454344.5,938304.1 6454320.6,938306.7 6454296.9,938310.6 6454285.1,938315.6 6454285.3,938318.6 6454295.0,938331.9 6454300.2,938337.3 6454290.9,938345.4 6454257.8,938351.4 6454231.8,938355.5 6454212.9,938356.4 6454191.5,938361.7 6454184.5,938362.6 6454160.7,938361.8 6454136.8,938362.4 6454122.6,938351.5 6454098.3,938349.5 6454062.4,938372.8 6454032.8)",TRONROUT0000000338728381,Sentier
"LINESTRING (938879.4 6455281.5,938878.5 6455264.6,938877.9 6455256.5,938880.7 6455246.8,938883.8 6455240.2,938891.7 6455231.8,938896.7 6455221.8,938899.5 6455210.5,938901.7 6455196.2,938901.4 6455175.2,938901.1 6455167.4,938894.2 6455160.5,938884.5 6455155.5,938875.4 6455152.7,938868.7 6455148.1,938862.1 6455146.8,938855.2 6455154.0,938848.7 6455170.9,938837.7 6455197.5,938818.3 6455214.4,938795.4 6455240.0,938788.6 6455259.0,938780.1 6455287.2,938774.4 6455317.2,938776.3 6455327.9,938778.1 6455340.1,938775.0 6455355.7,938770.3 6455370.4,938753.4 6455429.9)",TRONROUT0000002004092428,Sentier
"LINESTRING (937494.6 6452465.1,937485.3 6452485.3,937462.0 6452469.2,937440.2 6452458.5,937440.3 6452478.9,937443.2 6452500.7,937465.3 6452538.6,937467.0 6452568.5,937449.6 6452605.4,937426.6 6452626.1,937401.2 6452617.2)",TRONROUT0000000084490899,Sentier
"LINESTRING (937917.7 6455528.2,937939.2 6455495.2,937957.7 6455462.3,937971.5 6455441.9,937972.9 6455418.4,937989.9 6455394.9,938029.9 6455338.4,938055.8 6455260.0,938084.9 6455184.9,938106.0 6455111.3,938099.3 6455055.2,938078.5 6454996.1,938072.1 6454987.2,938065.9 6454979.0,938116.5 6454904.5)",TRONROUT0000000008044469,Sentier
"LINESTRING (938160.8 6454742.5,938181.3 6454635.3)",TRONROUT0000000008047134,Sentier
"LINESTRING (938202.4 6454260.0,938188.8 6454213.0,938169.7 6454177.3,938131.9 6454140.1,938094.3 6454124.9,938030.3 6454114.4,937985.0 6454113.3,937960.0 6454105.7,937914.5 6454087.3,937891.0 6454076.7,937878.4 6454067.4,937856.5 6454067.6,937819.0 6454064.8,937825.2 6454053.7,937828.2 6454035.0,937832.7 6454017.8,937841.9 6453997.4,937855.8 6453984.8,937872.8 6453964.4,937880.5 6453944.1,937880.3 6453922.2,937873.8 6453886.3,937900.1 6453870.5,937917.0 6453837.6,937921.5 6453818.8,937923.1 6453798.9)",TRONROUT0000000008049861,Sentier
"LINESTRING (938366.9 6454026.3,938361.9 6454013.3,938357.0 6453986.7,938369.2 6453958.5,938386.4 6453958.4,938409.8 6453959.8,938434.8 6453958.0,938450.2 6453943.8,938443.8 6453914.2,938379.3 6453867.9,938330.8 6453846.5,938305.6 6453826.4,938322.6 6453802.9,938342.8 6453788.6,938367.7 6453777.5,938372.3 6453771.2,938356.6 6453768.2,938337.8 6453760.6,938292.5 6453753.2,938276.9 6453745.4,938307.8 6453717.1,938329.2 6453667.0,938344.6 6453640.3,938361.7 6453624.5,938422.1 6453580.3,938468.7 6453548.7,938482.6 6453528.3,938499.6 6453503.1,938522.8 6453490.4,938552.5 6453482.4,938580.5 6453483.8,938575.9 6453493.1,938614.9 6453485.0,938632.1 6453483.3,938621.3 6453503.7,938621.4 6453514.6,938624.6 6453520.8,938631.3 6453534.4)",TRONROUT0000000008049863,Sentier
"LINESTRING (937236.8 6452531.2,937286.8 6452540.2,937340.1 6452566.3,937359.5 6452579.6,937372.7 6452588.8,937389.1 6452600.3,937396.7 6452605.3,937396.4 6452617.2,937401.2 6452617.2)",TRONROUT0000000008052412,Sentier
"LINESTRING (936410.2 6452877.6,936363.6 6452824.4,936334.7 6452796.0,936321.7 6452791.7,936281.6 6452813.6,936258.7 6452828.2,936233.1 6452851.4,936194.3 6452867.6,936177.1 6452866.3,936158.0 6452853.5)",TRONROUT0000000008052416,Sentier
"LINESTRING (936430.7 6453244.4,936423.3 6453233.7,936412.9 6453206.4,936408.5 6453184.9,936392.4 6453167.8,936352.2 6453171.0,936310.5 6453167.0,936294.6 6453148.5,936279.8 6453106.9,936269.2 6453048.1,936257.5 6453022.3,936234.4 6453006.7,936207.0 6452999.8,936185.5 6453002.8,936163.9 6453004.4,936136.5 6453003.2,936110.5 6452981.9,936087.4 6452966.2,936049.9 6452955.1,936029.7 6452953.8,936003.7 6452941.1,935977.8 6452932.7,935962.0 6452931.4,935944.6 6452918.6,935915.8 6452900.2,935894.2 6452897.5,935881.1 6452894.7,935865.3 6452887.6,935850.9 6452882.4)",TRONROUT0000000008052418,Sentier
"LINESTRING (933593.7 6453314.4,933620.4 6453273.4,933638.7 6453232.7,933647.9 6453204.5,933635.5 6453218.6,933624.6 6453225.0,933606.0 6453237.7,933612.0 6453214.1,933618.2 6453198.5,933624.2 6453176.6,933630.4 6453167.2,933610.2 6453175.2,933596.1 6453176.8,933579.4 6453187.8)",TRONROUT0000000008052420,Sentier
"LINESTRING (937209.5 6452524.8,937236.8 6452531.2)",TRONROUT0000000008054887,Sentier
"LINESTRING (935953.4 6452123.5,935900.1 6452110.4,935859.4 6452104.5,935843.8 6452107.7,935832.8 6452089.1,935806.0 6452064.4,935780.9 6452049.0,935760.6 6452052.3,935749.8 6452064.9,935731.1 6452074.4,935701.5 6452084.0,935679.7 6452084.2,935643.8 6452087.7,935629.9 6452092.4,935618.9 6452097.2,935612.7 6452089.4,935604.7 6452066.1,935560.7 6452038.4,935535.6 6452024.6,935498.1 6452029.6,935442.1 6452042.5,935412.5 6452050.6,935390.5 6452055.8)",TRONROUT0000000008054888,Sentier
"LINESTRING (934942.1 6452285.9,934960.5 6452243.6,934993.1 6452223.1,935035.1 6452210.2,935055.4 6452208.4,935052.2 6452200.7,935064.6 6452189.7,935056.8 6452181.9,935027.1 6452177.5,934997.4 6452180.9,935017.6 6452168.2,935042.5 6452158.6,935047.2 6452157.0,935067.4 6452153.7,935087.7 6452148.9,935077.6 6452121.0)",TRONROUT0000000008054891,Sentier
"LINESTRING (934696.4 6452356.7,934746.0 6452354.8,934800.7 6452354.3,934845.9 6452352.3,934888.2 6452364.4,934897.4 6452353.5,934898.8 6452331.6,934917.2 6452301.7,934942.1 6452285.9)",TRONROUT0000000008054892,Sentier
"LINESTRING (934942.1 6452285.9,934971.8 6452291.9,935007.7 6452287.0,935043.6 6452272.2)",TRONROUT0000000008054893,Sentier
"LINESTRING (934229.3 6452555.2,934216.7 6452553.3,934194.6 6452526.9,934171.0 6452494.4,934150.5 6452466.5,934131.3 6452424.5,934113.8 6452384.1,934087.9 6452354.6,934070.1 6452343.0,934050.8 6452340.5,934015.2 6452350.6,933988.8 6452371.1,933985.9 6452391.4,933992.8 6452460.1,933977.4 6452494.6,933947.7 6452479.1,933917.7 6452451.3,933897.4 6452439.0,933862.9 6452428.4,933856.7 6452440.9,933869.5 6452478.3,933871.5 6452521.9,933848.5 6452562.7,933789.9 6452647.5,933787.1 6452685.0,933796.6 6452714.6,933787.6 6452742.8,933751.9 6452771.2,933744.5 6452818.1,933743.2 6452852.4,933727.8 6452882.2,933706.3 6452926.1,933706.7 6452972.9,933693.0 6453002.7,933659.0 6453043.6,933640.5 6453060.9,933620.1 6453067.4,933601.1 6453076.2)",TRONROUT0000000008054897,Sentier
"LINESTRING (933933.2 6451889.2,933961.1 6451873.4,933992.4 6451879.3,934026.8 6451894.7,934084.9 6451917.6,934127.1 6451931.3,934156.8 6451935.6,934219.2 6451933.6,934269.2 6451944.0,934328.8 6451963.8,934386.7 6451985.2,934446.2 6452008.1,934483.8 6452017.1,934532.2 6452029.2,934574.5 6452036.6,934591.7 6452041.2,934601.2 6452052.1,934609.1 6452069.1,934624.9 6452092.4,934634.4 6452101.8,934645.2 6452090.7,934652.9 6452084.4,934677.9 6452090.4,934696.6 6452076.2,934709.0 6452065.1,934730.8 6452061.9,934765.2 6452067.8,934801.2 6452075.3,934813.6 6452065.8,934835.4 6452054.7,934866.5 6452051.3,934875.9 6452045.0,934893.1 6452041.4)",TRONROUT0000000008054898,Sentier
"LINESTRING (935253.1 6452400.0,935279.7 6452407.6,935296.9 6452413.8,935346.9 6452408.6,935387.4 6452403.6,935402.9 6452401.9,935440.5 6452415.6,935465.6 6452421.7,935487.5 6452426.1,935532.6 6452410.1,935559.2 6452411.5,935584.1 6452409.7,935606.2 6452433.0,935628.5 6452488.9,935644.2 6452496.6,935665.9 6452485.5,935690.9 6452485.3,935722.2 6452489.7,935752.0 6452505.1,935774.0 6452515.8,935808.3 6452526.4,935852.0 6452518.3,935877.0 6452516.5,935897.3 6452516.3,935928.5 6452517.6,935956.7 6452522.0,936001.9 6452517.0,936020.6 6452521.4,936034.7 6452522.9,936131.4 6452511.2,936154.9 6452521.9,936172.2 6452534.2,936195.6 6452540.3,936226.8 6452533.7,936275 6452513,936301.7 6452526.9,936359.5 6452529.5,936396.9 6452530.7,936434.3 6452517.9,936460.8 6452511.4,936476.4 6452509.7,936492.1 6452526.7,936528.2 6452554.5,936540.8 6452563.8,936575.2 6452568.2,936640.7 6452562.9,936668.8 6452561.1,936677.9 6452536.0,936709.0 6452512.4,936727.6 6452501.3,936760.2 6452487.0,936810.0 6452463.2,936852.1 6452458.1,936898.9 6452454.6,936953.6 6452457.2,936980.2 6452463.2,936997.4 6452469.3,937017.6 6452453.6,937047.2 6452454.8,937088.2 6452490.4,937153.9 6452519.5,937209.5 6452524.8)",TRONROUT0000000084490862,Sentier
"LINESTRING (936717.5 6452779.7,936781.3 6452737.5,936808.5 6452731.4,936827.1 6452728.4,936864.6 6452723.8,936891.8 6452714.9,936914.6 6452703.2,936921.8 6452696.0,936890.1 6452689.1,936936 6452680,936994.9 6452669.5,937035.1 6452666.2,937063.0 6452677.4)",TRONROUT0000000084490863,Sentier
"LINESTRING (936532.1 6452888.1,936605.5 6452862.6,936628.4 6452848.0,936679.8 6452810.2,936717.5 6452779.7)",TRONROUT0000000084490864,Sentier
"LINESTRING (936536.8 6453323.6,936495.6 6453294.8,936459.5 6453275.0,936437.9 6453256.5,936430.7 6453244.4)",TRONROUT0000000084490865,Sentier
"LINESTRING (937209.5 6452524.8,937203.9 6452572.1,937207.8 6452596.9,937225.8 6452625.1,937211.6 6452631.1,937240.2 6452647.5,937237.8 6452653.4,937227.2 6452658.2,937215.4 6452659.5,937198.8 6452659.6,937191.7 6452659.7,937190.5 6452663.2,937190.6 6452669.2,937194.3 6452681.0,937188.5 6452686.9,937184.8 6452685.7,937170.6 6452680.0,937166.0 6452688.3,937151.8 6452693.1,937130.6 6452693.3,937063.0 6452677.4)",TRONROUT0000000084490866,Sentier
