id,timestamp,xraw,yraw,xmap_matched,ymap_matched,link_id,node_id
217,2015-10-12 17:52:37,419194.416728674,3988368.63659288,419194.47707532847,3988370.0502258074,3304,-1
218,2015-10-12 17:52:38,419221.172071005,3988368.50201185,419221.1894832941,3988368.9098983426,3304,-1
219,2015-10-12 17:52:39,419250.522496239,3988366.45813585,419250.5860121443,3988367.590422548,3304,-1
220,2015-10-12 17:52:40,419279.153293849,3988364.53187184,419279.2347157967,3988365.983366356,3304,-1
221,2015-10-12 17:52:41,419307.152511559,3988362.50057324,419307.26476071577,3988364.086839776,3304,-1
222,2015-10-12 17:52:42,419335.95333336,3988359.46377427,419336.26207509206,3988361.576387591,3304,-1
223,2015-10-12 17:52:43,419364.840192005,3988355.98261738,419365.093932151,3988358.0936853467,3304,-1
224,2015-10-12 17:52:44,419393.461901449,3988353.0585648,419393.6544877548,3988354.660844878,3304,-1
225,2015-10-12 17:52:45,419421.625097806,3988349.25147201,419421.9569710567,3988351.1635542414,3304,-1
226,2015-10-12 17:52:46,419450.147630068,3988345.33026685,419450.30606780754,3988346.2431032597,3304,-1
227,2015-10-12 17:52:47,419477.502160384,3988341.75258486,419477.4724784401,3988341.57751646,3304,-1
228,2015-10-12 17:52:48,419505.748407618,3988337.16859101,419505.6849382457,3988336.7942394684,3304,-1
229,2015-10-12 17:52:49,419533.44506714,3988331.59146535,419533.2929398422,3988330.912359576,3304,-1
230,2015-10-12 17:52:50,419561.418085453,3988326.67740067,419560.97752313246,3988324.710702912,3304,-1
231,2015-10-12 17:52:51,419590.189720155,3988320.42513882,419589.7080094837,3988318.2747522504,3304,-1
232,2015-10-12 17:52:52,419618.323729772,3988313.40237984,419617.9956911255,3988311.937994802,3304,-1
233,2015-10-12 17:52:53,419645.644003823,3988306.05438956,419645.41213620943,3988305.236304891,3304,-1
234,2015-10-12 17:52:54,419672.962298121,3988298.48467136,419672.5459085168,3988297.0983083555,3304,-1
235,2015-10-12 17:52:55,419700.456757206,3988290.46976845,419699.973431126,3988288.860541444,3304,-1
236,2015-10-12 17:52:56,419727.137487118,3988282.12962276,419726.66509323946,3988280.66902583,3304,-1
237,2015-10-12 17:52:57,419754.266658374,3988273.56364068,419753.7332818074,3988271.9144910797,3304,-1
