06/06/2021-17:07:34.539      7.880      1.905      0.313
06/06/2021-17:07:36.542      7.799      1.855      0.303
06/06/2021-17:07:38.541      7.703      1.813      0.329
06/06/2021-17:07:40.540      7.605      1.790      0.335
06/06/2021-17:07:42.540      7.504      1.784      0.318
06/06/2021-17:07:44.539      7.401      1.799      0.328
06/06/2021-17:07:46.539      7.299      1.828      0.346
06/06/2021-17:07:48.540      7.201      1.881      0.325
06/06/2021-17:07:50.539      7.126      1.959      0.254
06/06/2021-17:07:52.541      7.048      2.040      0.238
06/06/2021-17:07:54.541      6.968      2.122      0.248
06/06/2021-17:07:56.540      6.886      2.200      0.220
06/06/2021-17:07:58.539      6.814      2.280      0.174
06/06/2021-17:08:00.539      6.749      2.366      0.189
06/06/2021-17:08:02.540      6.673      2.439      0.157
06/06/2021-17:08:04.540      6.605      2.516      0.128
06/06/2021-17:08:07.541      6.530      2.613      0.138
06/06/2021-17:08:09.540      6.462      2.697      0.108
06/06/2021-17:08:11.540      6.394      2.781      0.096
06/06/2021-17:08:13.540      6.325      2.868      0.080
06/06/2021-17:08:15.540      6.258      2.952      0.032
06/06/2021-17:08:17.540      6.191      3.045     -0.009
06/06/2021-17:08:19.540      6.129      3.144      0.006
06/06/2021-17:08:21.541      6.075      3.237      0.023
06/06/2021-17:08:23.540      6.018      3.332     -0.010
06/06/2021-17:08:25.540      5.944      3.427     -0.090
06/06/2021-17:08:27.540      5.873      3.484     -0.093
06/06/2021-17:08:29.540      5.794      3.564     -0.099
06/06/2021-17:08:31.541      5.723      3.632     -0.104
06/06/2021-17:08:33.542      5.657      3.673     -0.086
06/06/2021-17:08:35.541      5.565      3.708     -0.076
06/06/2021-17:08:37.540      5.465      3.715     -0.116
06/06/2021-17:08:39.540      5.371      3.699     -0.144
06/06/2021-17:08:41.540      5.273      3.666     -0.125
06/06/2021-17:08:43.540      5.176      3.627     -0.139
06/06/2021-17:08:45.540      5.086      3.583     -0.155
06/06/2021-17:08:47.542      4.990      3.530     -0.135
06/06/2021-17:08:49.542      4.894      3.476     -0.099
06/06/2021-17:08:51.541      4.793      3.427     -0.143
06/06/2021-17:08:53.541      4.689      3.392     -0.153
06/06/2021-17:08:55.540      4.588      3.350     -0.148
06/06/2021-17:08:57.540      4.488      3.310     -0.153
06/06/2021-17:08:59.540      4.390      3.271     -0.173
06/06/2021-17:09:01.540      4.293      3.226     -0.162
06/06/2021-17:09:03.542      4.196      3.179     -0.161
06/06/2021-17:09:05.541      4.100      3.143     -0.165
06/06/2021-17:09:07.540      4.010      3.114     -0.124
06/06/2021-17:09:09.541      3.913      3.050     -0.174
06/06/2021-17:09:11.540      3.827      3.018     -0.171
06/06/2021-17:09:13.540      3.729      2.999     -0.163
06/06/2021-17:09:15.541      3.630      2.996     -0.186
06/06/2021-17:09:17.542      3.525      2.992     -0.169
06/06/2021-17:09:19.542      3.411      2.990     -0.198
06/06/2021-17:09:21.540      3.324      2.985     -0.244
06/06/2021-17:09:23.541      3.209      2.989     -0.232
06/06/2021-17:09:25.540      3.099      2.989     -0.228
06/06/2021-17:09:27.540      2.989      2.989     -0.226
06/06/2021-17:09:29.540      2.882      2.991     -0.228
06/06/2021-17:09:31.540      2.779      2.993     -0.246
06/06/2021-17:09:33.542      2.673      2.992     -0.279
06/06/2021-17:09:35.541      2.550      2.995     -0.310
06/06/2021-17:09:38.540      2.411      2.994     -0.314
06/06/2021-17:09:40.540      2.310      2.997     -0.286
06/06/2021-17:09:42.540      2.205      2.998     -0.277
06/06/2021-17:09:44.540      2.098      2.998     -0.285
06/06/2021-17:09:46.540      1.993      3.006     -0.298
06/06/2021-17:09:48.541      1.886      3.028     -0.314
06/06/2021-17:09:50.540      1.790      3.062     -0.312
06/06/2021-17:09:52.541      1.699      3.109     -0.343
06/06/2021-17:09:54.541      1.606      3.146     -0.358
06/06/2021-17:09:56.541      1.512      3.172     -0.356
06/06/2021-17:09:58.541      1.420      3.195     -0.345
06/06/2021-17:10:00.544      1.322      3.193     -0.347
06/06/2021-17:10:02.543      1.220      3.161     -0.346
06/06/2021-17:10:04.541      1.127      3.117     -0.333
06/06/2021-17:10:06.541      1.042      3.062     -0.309
06/06/2021-17:10:08.541      0.953      3.012     -0.310
06/06/2021-17:10:10.542      0.862      2.969     -0.320
06/06/2021-17:10:12.541      0.774      2.925     -0.315
06/06/2021-17:10:14.541      0.690      2.894     -0.315
06/06/2021-17:10:16.542      0.562      2.850     -0.303
06/06/2021-17:10:22.541      0.519      2.835     -0.301
06/06/2021-17:10:24.541      0.451      2.809     -0.296
06/06/2021-17:10:26.541      0.372      2.772     -0.279
06/06/2021-17:10:28.541      0.311      2.738     -0.303
06/06/2021-17:10:30.543      0.268      2.665     -0.316
06/06/2021-17:10:32.542      0.248      2.592     -0.333
06/06/2021-17:10:34.542      0.229      2.512     -0.311
06/06/2021-17:10:36.541      0.210      2.434     -0.313
06/06/2021-17:10:38.542      0.198      2.352     -0.295
06/06/2021-17:10:40.541      0.180      2.264     -0.284
06/06/2021-17:10:42.541      0.149      2.207     -0.271
06/06/2021-17:10:44.543      0.118      2.168     -0.258
06/06/2021-17:10:46.542      0.078      2.123     -0.216
06/06/2021-17:10:48.541      0.056      2.097     -0.228
06/06/2021-17:10:50.541      0.013      2.028     -0.240
06/06/2021-17:10:52.541     -0.044      1.951     -0.258
06/06/2021-17:10:54.541     -0.105      1.902     -0.231
06/06/2021-17:10:56.541     -0.184      1.862     -0.203
06/06/2021-17:10:58.541     -0.265      1.815     -0.194
06/06/2021-17:11:00.544     -0.342      1.763     -0.146
06/06/2021-17:11:02.542     -0.420      1.703     -0.150
06/06/2021-17:11:04.541     -0.469      1.666     -0.162
06/06/2021-17:11:06.542     -0.493      1.643     -0.162
06/06/2021-17:11:08.541     -0.548      1.587     -0.107
06/06/2021-17:11:10.542     -0.569      1.542     -0.113
06/06/2021-17:11:12.544     -0.578      1.489     -0.102
06/06/2021-17:11:14.543     -0.579      1.440     -0.096
06/06/2021-17:11:16.542     -0.576      1.408     -0.103
06/06/2021-17:11:18.541     -0.578      1.390     -0.107
06/06/2021-17:11:20.542     -0.591      1.348     -0.091
06/06/2021-17:11:22.541     -0.618      1.306     -0.106
06/06/2021-17:11:24.542     -0.646      1.261     -0.111
06/06/2021-17:11:26.541     -0.676      1.223     -0.117
06/06/2021-17:11:28.543     -0.712      1.186     -0.136
06/06/2021-17:11:30.542     -0.756      1.154     -0.124
06/06/2021-17:11:32.541     -0.803      1.126     -0.134
06/06/2021-17:11:39.541     -0.828      1.105     -0.120
06/06/2021-17:11:41.545     -0.838      1.069     -0.131
06/06/2021-17:11:43.543     -0.842      1.046     -0.119
06/06/2021-17:11:45.542     -0.853      1.031     -0.120
06/06/2021-17:11:47.541     -0.886      1.000     -0.103
06/06/2021-17:11:49.542     -0.921      0.972     -0.098
06/06/2021-17:11:51.542     -0.952      0.939     -0.122
06/06/2021-17:11:53.542     -0.965      0.902     -0.114
