c2c-1028091,0,972643.941059,6463324.607900,2018-07-28 05:13:14
c2c-1028091,1,972490.048627,6463150.550363,2018-07-28 05:14:24
c2c-1028091,2,972364.243271,6463093.767545,2018-07-28 05:15:13
c2c-1028091,3,972338.847512,6463101.549174,2018-07-28 05:15:21
c2c-1028091,4,972338.505999,6463167.718889,2018-07-28 05:15:45
c2c-1028091,5,972317.552444,6463196.102057,2018-07-28 05:15:58
c2c-1028091,6,972220.449420,6463206.871625,2018-07-28 05:16:34
c2c-1028091,7,972137.155015,6463118.939965,2018-07-28 05:17:21
c2c-1028091,8,972103.840704,6463005.522144,2018-07-28 05:17:59
c2c-1028091,9,971993.312332,6462980.614521,2018-07-28 05:18:42
c2c-1028091,10,972033.743388,6462872.999037,2018-07-28 05:19:33
c2c-1028091,11,972063.505174,6462866.442222,2018-07-28 05:19:47
c2c-1028091,12,972106.398878,6462923.469807,2018-07-28 05:20:16
c2c-1028091,13,972133.750710,6462924.839427,2018-07-28 05:20:28
c2c-1028091,14,972207.795097,6462856.476699,2018-07-28 05:21:16
c2c-1028091,15,972284.645198,6462727.932954,2018-07-28 05:22:27
c2c-1028091,16,972274.813190,6462713.514569,2018-07-28 05:22:37
c2c-1028091,17,972092.394552,6462746.476994,2018-07-28 05:23:59
c2c-1028091,18,972072.083851,6462731.141989,2018-07-28 05:24:11
c2c-1028091,19,972196.168331,6462675.050220,2018-07-28 05:25:09
c2c-1028091,20,972278.775550,6462479.717297,2018-07-28 05:26:43
c2c-1028091,21,972191.872586,6462562.385591,2018-07-28 05:27:30
c2c-1028091,22,972103.778491,6462598.161827,2018-07-28 05:28:09
c2c-1028091,23,971887.007181,6462560.352354,2018-07-28 05:29:35
c2c-1028091,24,971840.439665,6462467.468575,2018-07-28 05:30:18
c2c-1028091,25,971724.219642,6462479.270868,2018-07-28 05:31:08
c2c-1028091,26,971520.853196,6462381.673870,2018-07-28 05:32:45
c2c-1028091,27,971390.177350,6462449.333245,2018-07-28 05:33:44
c2c-1028091,28,971376.101273,6462601.006582,2018-07-28 05:34:45
c2c-1028091,29,971342.135740,6462673.436403,2018-07-28 05:35:17
c2c-1028091,30,971342.204710,6462775.133853,2018-07-28 05:36:00
c2c-1028091,31,971225.401531,6462688.384024,2018-07-28 05:36:56
c2c-1028091,32,971099.688748,6462717.672175,2018-07-28 05:37:53
c2c-1028091,33,971161.240739,6462635.640359,2018-07-28 05:38:32
c2c-1028091,34,971227.142602,6462620.356552,2018-07-28 05:38:59
c2c-1028091,35,971228.085923,6462579.567307,2018-07-28 05:39:16
c2c-1028091,36,971047.467172,6462446.894552,2018-07-28 05:40:54
c2c-1028091,37,971027.947131,6462410.707256,2018-07-28 05:41:11
c2c-1028091,38,971032.848456,6462014.524605,2018-07-28 05:43:54
c2c-1028091,39,971057.839068,6461983.238934,2018-07-28 05:44:09
c2c-1028091,40,971164.218351,6461943.896797,2018-07-28 05:44:50
c2c-1028091,41,971224.152929,6461874.606289,2018-07-28 05:45:26
c2c-1028091,42,971203.081183,6461833.663639,2018-07-28 05:45:46
c2c-1028091,43,971134.936157,6461903.014239,2018-07-28 05:46:20
c2c-1028091,44,971103.849461,6461904.402219,2018-07-28 05:46:32
c2c-1028091,45,971174.845587,6461777.293952,2018-07-28 05:47:26
c2c-1028091,46,971270.501875,6461801.040734,2018-07-28 05:48:08
c2c-1028091,47,971293.641571,6461726.784976,2018-07-28 05:48:42
c2c-1028091,48,971327.327813,6461714.349041,2018-07-28 05:48:58
c2c-1028091,49,971395.778081,6461827.708119,2018-07-28 05:49:50
c2c-1028091,50,971534.450465,6461930.141540,2018-07-28 05:50:52
c2c-1028091,51,971793.459160,6461987.998063,2018-07-28 05:52:34
