WKT,link_id,source,target,one_way
"LINESTRING (944200.7 6433020.2,944220.3 6433028.3,944230.5 6433029.8,944241.8 6433025.6,944257.3 6433015.4,944249.2 6433034.4,944267.1 6433021.9,944261.4 6433040.6,944261.0 6433058.1,944264.4 6433085.7,944270.1 6433119.2,944305.9 6433066.9,944305.3 6433095.0,944311.6 6433088.1,944309.9 6433101.6,944318.7 6433097.4,944321.0 6433087.8,944325.5 6433089.0,944335.9 6433096.7,944348.2 6433098.9,944362.2 6433098.7,944370.1 6433094.6,944374.4 6433087.2,944374.9 6433074.3,944374.3 6433063.5,944379.4 6433055.4,944386.6 6433036.8,944401.8 6433011.8,944414.5 6432996.1,944419.6 6432990.8,944425.2 6432968.7,944442.0 6432952.6,944463.3 6432941.7,944478.1 6432922.7,944488.5 6432917.8,944502.8 6432901.8,944519.5 6432886.9,944540.1 6432862.8,944539.4 6432874.2,944546.5 6432864.1,944547.3 6432850.6,944559.6 6432840.1,944561.1 6432833.3,944563.5 6432839.6,944562.4 6432843.4,944566.9 6432839.4,944567.7 6432832.6,944569.9 6432838.9,944569.7 6432844.3,944574.0 6432840.7,944575.2 6432831.8,944579.2 6432836.9,944579.3 6432830.8,944576.6 6432824.0,944583 6432830,944586.2 6432835.1,944587.4 6432827.8,944590.3 6432820.6,944599.5 6432813.6,944605.3 6432810.6,944609.1 6432804.7,944608.6 6432797.3,944615.9 6432774.0,944621.9 6432794.5,944629.5 6432764.0,944654.0 6432794.1,944660.9 6432807.2,944661.2 6432819.2,944686.3 6432799.0,944688.1 6432791.3,944688.2 6432785.8,944691.9 6432789.6,944697.4 6432790.8,944694.3 6432782.3,944694.4 6432773.9,944703.8 6432735.9,944701.8 6432708.8,944732.1 6432720.5,944719.6 6432694.5,944730.4 6432696.0,944748.9 6432692.6,944766.3 6432689.7,944771.0 6432684.1,944774.2 6432683.0,944779.3 6432671.1,944792.8 6432664.1,944781.2 6432654.0,944796.4 6432646.8,944780.0 6432628.4,944785.8 6432621.0,944778.2 6432613.5,944788.8 6432593.1,944814.5 6432566.2,944824.1 6432554.9,944833.3 6432576.2,944850.5 6432590.3,944864.0 6432566.8,944883.0 6432583.7,944897.6 6432598.2,944902.8 6432604.5,944907.2 6432602.7,944912.1 6432597.8,944915.4 6432592.9,944911.3 6432594.4,944907.5 6432595.4,944911.1 6432586.3,944914.6 6432559.9,944925.1 6432506.0,944927.7 6432479.0,944927.1 6432465.9,944917.7 6432373.1,944913.8 6432343.0,944912.1 6432306.0,944904.1 6432283.2,944903.7 6432268.9,944902.5 6432224.5,944901.1 6432197.3,944904.6 6432186.2,944909.8 6432172.0,944906.8 6432161.5,944903.2 6432147.3,944900.6 6432135.4,944904.5 6432127.2,944904.7 6432121.0,944895.2 6432127.9,944889.5 6432132.1,944885.2 6432137.8,944886.0 6432129.3,944889.8 6432120.5,944889.1 6432106.9,944884.2 6432111.5,944881.4 6432103.9,944881.7 6432064.5,944878.5 6432049.3,944877.6 6432039.2)",66077,69658,69814,0
"LINESTRING (950541.1 6432989.2,950538.9 6432985.3,950533.2 6432982.0,950524.5 6432981.6,950524.9 6432974.8,950521.7 6432973.8,950521.9 6432967.4,950518.8 6432960.7,950511.5 6432966.1,950508.8 6432962.9,950500.2 6432966.2,950494.1 6432967.5,950483.9 6432972.7,950483.2 6432968.7,950483.2 6432966.2,950485.3 6432963.6,950480.1 6432963.0,950466.4 6432970.1,950456.5 6432973.7,950449.6 6432973.3,950451.9 6432969.8,950453.8 6432956.5,950457.9 6432944.4,950460.5 6432940.8,950458.9 6432938.8,950454.9 6432940.3,950446.8 6432938.9,950443.2 6432940.8,950436.2 6432945.0,950426.2 6432944.7,950429.1 6432939.4,950427.3 6432937.5,950431.7 6432933.3,950432.9 6432928.1,950430.5 6432927.7,950427.2 6432928.1,950432.2 6432922.5,950430.5 6432919.6,950424.5 6432919.8,950419.2 6432920.8,950422.2 6432915.4,950421.8 6432914.1,950414.5 6432917.0,950411.4 6432915.5,950413.1 6432912.1,950411.6 6432909.9,950415.8 6432905.9,950416.2 6432900.9,950417.3 6432896.0,950415.4 6432894.7,950411.2 6432897.8,950409.5 6432896.7,950412.0 6432889.7,950414.0 6432883.1,950411.2 6432881.1,950406.5 6432884.6,950401.5 6432884.2,950397.7 6432886.4,950394.0 6432884.2,950399.4 6432878.6,950403.6 6432870.2,950402.0 6432868.6,950394.2 6432871.5,950391.0 6432868.8,950394 6432866,950396.5 6432859.1,950401.6 6432850.9,950399.7 6432850.4,950397.3 6432850.7,950401.7 6432838.2,950406.7 6432830.3,950407.4 6432826.6,950409.0 6432823.9,950403.4 6432822.8,950393.4 6432825.0,950383.3 6432827.4,950373.9 6432828.9,950377.2 6432824.0,950382.8 6432819.3,950392.7 6432805.3,950401.0 6432796.6,950406.9 6432786.8,950408.6 6432783.1,950407.7 6432780.7,950404.5 6432782.0,950400.6 6432782.2,950400.6 6432777.5,950405.3 6432767.6,950407.9 6432760.9,950407.1 6432753.1,950408.6 6432742.5,950411.5 6432731.7,950418.4 6432721.1,950425.1 6432711.5,950429.6 6432702.5,950432.4 6432697.1,950433.9 6432690.5,950439.3 6432686.3,950443.9 6432684.9,950447.8 6432679.8,950452.3 6432677.3,950458.5 6432669.4,950461.2 6432662.9,950465.2 6432657.0,950467.5 6432645.6,950471.6 6432638.5,950473.5 6432634.3,950478.5 6432632.1,950486.6 6432635.3,950490.4 6432635.0,950492.4 6432629.2,950487.3 6432625.9,950487.6 6432622.8,950496.9 6432621.3,950501.8 6432618.8,950506.9 6432612.6,950508.8 6432603.5,950514.4 6432598.0,950513.0 6432596.3,950511.0 6432595.8,950513.5 6432591.5,950510.8 6432591.0,950502.9 6432593.4,950498.1 6432597.9,950492.6 6432597.2,950490.5 6432594.7,950496.7 6432590.2,950497.4 6432587.1,950493.4 6432586.4,950492.7 6432582.0,950491.3 6432578.6,950489.2 6432577.0,950494.6 6432569.9,950495.2 6432566.1,950491.5 6432566.3,950487.5 6432567.8,950476.0 6432566.1,950467.2 6432570.4,950463.5 6432578.3,950462.4 6432586.0,950460.1 6432590.9,950453.9 6432593.7,950447.2 6432597.8,950446.3 6432594.8,950449.4 6432590.4,950451.0 6432585.3,950450.3 6432582.5,950447.7 6432582.3,950443.0 6432587.5,950436.4 6432595.5,950431.3 6432601.6,950424.3 6432612.1,950421.7 6432613.4,950419.5 6432612.5,950417.1 6432613.5,950416.6 6432616.3,950415.0 6432618.9,950411.6 6432620.4,950405.9 6432629.3,950404.3 6432629.1,950404.2 6432625.5,950405.8 6432614.3,950404.3 6432608.9,950403.9 6432605.3,950400.9 6432599.7,950403.2 6432593.8,950407.7 6432589.3,950408.0 6432584.5,950406 6432584,950403.7 6432587.8,950403.0 6432587.3,950401.5 6432581.5,950402.2 6432578.6,950402.0 6432574.3,950400.7 6432572.3,950396.4 6432576.2,950393.8 6432578.2,950394.6 6432573.4,950394.4 6432568.9,950390.1 6432573.2,950383.8 6432583.1,950376.3 6432590.5,950370.5 6432597.1,950368.9 6432596.7,950369.9 6432592.0,950369.2 6432589.6,950367.2 6432590.3,950365.3 6432592.8,950362.9 6432593.5,950362.4 6432591.6,950367.3 6432586.1,950366.7 6432582.5,950361.2 6432584.9,950359.6 6432583.8,950361.1 6432577.2,950363.7 6432569.5,950364.0 6432566.3,950362.0 6432564.8,950357.9 6432568.2,950357.2 6432571.2,950352.5 6432574.1,950351.1 6432577.5,950346.1 6432580.3,950344.4 6432582.9,950341.7 6432582.4,950341.7 6432579.3,950343.4 6432572.9,950342.7 6432566.5,950343.0 6432562.5,950342.0 6432560.3,950340.3 6432560.6,950336.2 6432565.6,950332.4 6432567.1,950331.6 6432562.7,950333.3 6432555.8,950330.0 6432550.1,950327.4 6432547.1,950323.1 6432544.8,950319.6 6432545.6,950315.8 6432547.3,950317.3 6432552.6,950318.1 6432558.7,950315.6 6432563.8,950312.6 6432567.8,950308.3 6432568.3,950309.0 6432560.4,950307.6 6432554.8,950304.8 6432554.9,950303.7 6432556.8,950302.8 6432561.0,950293.3 6432567.6,950290.9 6432567.1,950290.3 6432562.4,950289.4 6432559.0,950287.8 6432557.4,950282.2 6432558.7,950279.0 6432561.4,950278.6 6432564.4,950272.4 6432566.6,950263.1 6432569.1,950257.6 6432570.4,950253.4 6432574.7,950249.8 6432571.6,950246.9 6432565.2,950245.8 6432559.2,950245.2 6432550.4,950241.3 6432545.9,950235.0 6432542.6,950229.3 6432542.8,950221.4 6432540.7,950211.0 6432540.2,950203.4 6432538.8,950193.5 6432540.3,950188.7 6432542.9,950180 6432540,950176.2 6432536.4,950176.1 6432533.3,950179.3 6432529.6,950179.2 6432525.8,950182.2 6432523.0,950183.8 6432517.7,950189.4 6432505.4,950200.3 6432491.2,950205.5 6432488.0,950207.1 6432482.9,950202.7 6432472.4,950203.4 6432466.5,950208.8 6432461.6,950209.6 6432451.9,950216 6432441,950219.8 6432422.9,950220.6 6432416.3,950220.3 6432406.8,950222.9 6432400.5,950227.6 6432394.0,950228.8 6432388.4,950237.5 6432383.5,950243.6 6432380.9,950248.0 6432368.5,950251.1 6432363.6,950256.4 6432359.5,950261.5 6432358.5,950268.5 6432353.6,950275.5 6432349.4,950282 6432344,950285.3 6432338.2,950288.4 6432335.8,950293.7 6432334.8,950297.0 6432328.7,950300.2 6432325.5,950303.9 6432323.2,950305.9 6432320.2,950312.3 6432318.9,950318.7 6432316.5,950320.7 6432312.7)",66080,69775,69571,0
"LINESTRING (950103.4 6432300.8,950093.1 6432305.0,950086.6 6432308.1,950083.7 6432307.2,950079.4 6432308.5,950077.4 6432312.1,950077.6 6432324.1,950079.1 6432342.6,950081.5 6432357.6,950080.9 6432361.3,950069.1 6432366.3,950056.2 6432371.7,950047.4 6432374.2,950041.6 6432375.3,950033.6 6432373.4,950026.4 6432370.8,950019.8 6432366.2,950014.1 6432363.0,950005.9 6432355.7,949993.5 6432346.4,949983.2 6432340.8,949976.9 6432336.7,949968.7 6432334.0,949955.3 6432330.1,949947.2 6432327.3)",66081,69803,69817,0
"LINESTRING (950295.0 6432311.9,950292.6 6432309.6,950289.8 6432305.4,950288.4 6432300.8,950283.1 6432296.3,950278.5 6432291.0,950274.0 6432288.8,950268.4 6432287.2,950264.6 6432287.1,950256.8 6432290.8,950251.0 6432289.3,950240.6 6432290.0,950232.8 6432292.1,950225.4 6432295.2,950221.8 6432292.8,950220.3 6432292.7,950212.7 6432293.3,950203.5 6432294.0)",66082,69570,69818,0
"LINESTRING (950103.4 6432300.8,950114.2 6432296.9,950125.5 6432295.4,950140.9 6432295.7,950150.3 6432297.9,950155.6 6432299.3,950163.8 6432296.5,950177.0 6432295.9,950191.1 6432294.9,950203.5 6432294.0)",66083,69803,69818,0
"LINESTRING (950295.0 6432311.9,950288.6 6432309.3,950282.5 6432304.4,950278.5 6432299.3,950269.5 6432296.4,950259.4 6432300.9,950247.3 6432306.1,950243.4 6432303.9,950239.4 6432304.1,950231.4 6432305.7,950225.9 6432306.1,950215.7 6432303.9,950209.8 6432300.7,950206.0 6432297.8,950203.5 6432294.0)",66084,69570,69818,0
"LINESTRING (949947.2 6432327.3,949941.0 6432329.3,949934.7 6432331.2,949926.9 6432334.5,949920.3 6432338.7,949915.6 6432340.9,949909.0 6432340.6,949902.0 6432344.9,949891.9 6432350.0,949883.9 6432355.1,949877.7 6432361.8,949872.1 6432367.8,949866.0 6432374.8,949854.2 6432381.3,949839.1 6432391.6,949820.8 6432398.9,949804.4 6432406.9,949794.7 6432410.6,949786.8 6432413.5,949776.4 6432411.4,949765.1 6432410.4,949754.3 6432413.6,949739.9 6432413.7,949732.2 6432413.3,949726.1 6432415.0,949721.3 6432413.8,949714.8 6432420.4,949705.6 6432428.1,949699.4 6432429.3,949692.9 6432434.9,949688.5 6432442.5,949686.5 6432448.8,949679.7 6432452.5,949667.1 6432453.9,949655.8 6432452.7,949645.7 6432448.9,949631.1 6432447.6,949616.6 6432448.5,949603.7 6432447.7,949593.6 6432446.2,949582.1 6432446.2,949573 6432448,949569.0 6432447.9,949564.6 6432446.0,949558.6 6432448.4,949553.9 6432449.5,949547.4 6432453.4,949537.6 6432460.6,949532.6 6432465.4,949528.9 6432472.5,949519.2 6432492.8,949514.4 6432506.6,949508.8 6432520.7,949504.4 6432533.4,949497.0 6432551.8,949492.4 6432561.8,949490.1 6432570.6,949487.1 6432572.2,949484.2 6432580.8,949481.0 6432589.1,949478.2 6432595.7,949471.9 6432603.2,949464.5 6432616.7,949454.3 6432629.8,949441.1 6432644.3,949435.5 6432655.1,949430.4 6432662.7,949420.4 6432670.6,949409.5 6432675.9,949402.9 6432683.8,949392.0 6432692.7,949386.3 6432697.4,949379.1 6432709.6,949372.2 6432716.7,949367.1 6432721.5,949362.8 6432727.4,949350.8 6432739.1,949347.9 6432744.7,949340.5 6432753.0,949333.6 6432757.3,949317.6 6432773.6,949308.2 6432786.2,949298.3 6432799.8,949291.7 6432810.0,949288.4 6432809.1,949281.7 6432812.9,949271.2 6432824.0,949253.8 6432837.2,949239.6 6432847.2,949231.1 6432856.5,949208.5 6432871.7,949182.5 6432889.1,949171.7 6432896.0,949141.7 6432902.4,949118.8 6432912.7,949089.4 6432922.1,949070.1 6432927.5,949057.5 6432928.7,949043.6 6432923.2,949028.8 6432917.3)",66085,69817,69819,0
"LINESTRING (952546.4 6431338.6,952559.1 6431325.8,952574.3 6431314.5,952587.9 6431297.2,952596.6 6431285.5,952599.0 6431279.7,952597.7 6431275.3,952591.8 6431269.8,952587.7 6431265.6,952583.9 6431258.8,952580.3 6431255.4,952576.3 6431253.4)",66133,69866,69867,0
"LINESTRING (952599.0 6431240.2,952607.9 6431232.9,952615.7 6431226.5,952621.3 6431221.5,952627.6 6431218.3,952630.9 6431215.9,952633.0 6431212.8)",66134,69868,16753,0
"LINESTRING (952546.4 6431338.6,952550.3 6431328.6,952554.8 6431316.5,952559.4 6431305.3,952562.7 6431293.8,952564.2 6431285.9,952565.6 6431282.7,952568.0 6431269.2,952569.3 6431263.9,952575.0 6431257.1,952576.3 6431253.4)",66135,69866,69867,0
"LINESTRING (952288.0 6431694.8,952278.2 6431700.3,952255.2 6431697.6,952231.1 6431696.6,952219.9 6431696.2,952207.7 6431697.6,952201.9 6431702.4,952197.4 6431703.9,952190.4 6431708.8,952186.2 6431713.5,952172.5 6431727.7,952164.1 6431734.9,952157.8 6431745.5,952156.6 6431750.8,952151.8 6431757.4,952144.3 6431764.6,952136.4 6431774.1,952131.5 6431782.4,952126.9 6431798.0,952125.6 6431808.7,952123.9 6431817.3,952116.4 6431830.7,952108.7 6431838.7,952103.7 6431845.4,952067.8 6431942.2,952021.5 6432020.9,952010.2 6432031.0)",66137,69871,69811,0
"LINESTRING (950320.7 6432312.7,950325.4 6432312.2,950329.3 6432308.5,950333.0 6432301.4,950342.3 6432296.6,950346.4 6432297.2,950354.4 6432286.7,950361.9 6432276.7,950365.8 6432272.1,950368.3 6432266.3,950373.0 6432262.8,950379.5 6432254.7,950383.8 6432253.6,950387.2 6432250.3,950396.2 6432249.4,950399.6 6432248.1,950402.3 6432243.4,950411.9 6432236.3,950414.9 6432232.6,950418.3 6432221.5,950422.9 6432211.3,950428.3 6432201.3,950431.5 6432194.1,950439.3 6432182.4,950443.8 6432170.9,950457.0 6432157.3,950467.9 6432139.8,950473.2 6432131.0,950478.7 6432118.3,950487.0 6432101.4,950495.1 6432088.2,950502.6 6432082.1,950512.9 6432072.4,950519.7 6432059.0,950522.1 6432048.3,950524.2 6432038.2,950529.9 6432029.3,950530.8 6432022.0,950536.2 6432014.0,950540.6 6432001.8,950544.6 6431992.1,950549.5 6431986.1,950552.4 6431980.0,950556.7 6431976.5,950561.4 6431967.7,950565.1 6431962.2,950571.3 6431954.2,950575.7 6431947.9,950582.1 6431942.8,950585.0 6431931.3,950594.3 6431916.2,950604.1 6431902.8,950619.0 6431881.5,950624.8 6431870.8,950629.3 6431866.5,950629.7 6431862.5,950633.8 6431858.1,950635.4 6431846.5,950640.3 6431836.5,950652.5 6431821.8,950664.3 6431808.3,950674.3 6431790.4,950679.4 6431781.2,950686.3 6431775.5,950694.4 6431766.9,950708.8 6431762.3,950712.7 6431755.6,950717.2 6431753.0,950717.9 6431742.4,950724.0 6431731.6,950726 6431717,950727.4 6431708.7,950727.8 6431703.9,950729.3 6431701.8,950733.6 6431698.1,950736.7 6431690.0,950737.4 6431687.0,950740.2 6431684.1,950741.7 6431674.8,950744 6431673,950746.0 6431668.7,950752.0 6431661.8,950755.4 6431651.3,950757.4 6431645.6,950767.3 6431636.3,950771.1 6431631.3,950775.8 6431627.7,950776.6 6431621.9,950780.7 6431616.5,950780.2 6431611.8,950785.8 6431602.3,950791.7 6431588.7,950793.9 6431579.1,950796.7 6431571.2,950798.3 6431559.7,950797.6 6431549.4,950797.3 6431543.0,950799.2 6431539.5,950797.7 6431531.1,950799.1 6431525.5,950800.6 6431507.6,950801.7 6431503.1,950811.4 6431491.4,950813.8 6431486.6,950818.3 6431483.1,950820.5 6431479.4,950821.4 6431472.8,950828.3 6431457.4,950837.1 6431439.8,950846.4 6431424.5,950858.2 6431410.1,950869.3 6431391.4,950874.9 6431383.3,950881.8 6431362.8,950887.6 6431347.6,950891.8 6431337.5)",66138,69571,69872,0
"LINESTRING (944043.3 6432763.5,944048.2 6432758.3,944051.9 6432752.0,944053.4 6432747.7,944053.5 6432744.6,944052.5 6432742.0,944050.0 6432738.8,944044.3 6432733.3,944039.8 6432727.1,944035.3 6432719.8,944032.6 6432713.5,944025.5 6432681.8,944020.9 6432658.6,944016.9 6432650.4,944014.1 6432646.2,944011.7 6432642.7,944006.9 6432634.3,944005.5 6432628.6,944003.2 6432617.3,944004.1 6432608.1,944004.3 6432604.0,944003.6 6432598.2,944001.6 6432588.7,944001.2 6432582.5,943999.4 6432574.4,943996.3 6432563.7,943993.4 6432555.0,943991.0 6432547.5,943987.1 6432541.3,943984.2 6432537.5,943981.3 6432534.3,943978.8 6432530.0,943976.8 6432522.8,943973.9 6432511.1,943971.3 6432502.0,943966.6 6432491.4,943963.5 6432480.4,943961.9 6432472.1,943960.2 6432460.4,943961 6432449,943960.4 6432432.1,943959.9 6432424.9,943957.4 6432415.0,943953.6 6432408.7,943950 6432404,943947.2 6432397.8,943943.9 6432385.5,943942.3 6432379.7,943940.1 6432373.4,943938.3 6432362.9,943934.6 6432349.2,943931.5 6432339.0,943930.9 6432335.0,943932.1 6432332.5,943933.6 6432329.0,943933.2 6432324.3,943931.5 6432315.4,943932.1 6432309.9,943930.3 6432304.4,943927.7 6432292.4,943926.8 6432286.3,943928.1 6432281.8,943929.9 6432279.8,943930.8 6432278.2,943930.7 6432272.4,943930.8 6432268.1,943931.1 6432262.9,943930.8 6432259.7,943930.6 6432256.0,943931.8 6432252.3,943932.4 6432248.4,943931.4 6432244.1,943930.9 6432236.9,943932.2 6432234.4,943931.8 6432231.3,943930.3 6432227.6,943926.6 6432221.1,943925.3 6432216.6,943924.2 6432213.1,943923.3 6432210.0,943922.5 6432205.3,943922.1 6432200.6,943920.9 6432196.2,943919.0 6432188.9,943916.9 6432181.7,943911.4 6432171.4,943904.4 6432161.5,943900.7 6432155.8,943899.0 6432153.2,943896.5 6432151.7,943894.1 6432149.2,943892.7 6432144.0,943889.9 6432136.4,943885.3 6432127.9,943879.8 6432119.0,943879.2 6432117.4,943877.9 6432113.1,943876.0 6432110.2,943872.5 6432107.1,943867.4 6432102.7,943860.3 6432095.3,943855.8 6432089.5,943850.5 6432080.4,943846.2 6432076.0,943843.6 6432073.9,943841.2 6432070.9,943840.6 6432067.6,943841.7 6432063.1,943842.9 6432054.5,943843.5 6432044.9,943842.2 6432039.6,943841.9 6432036.8,943842.8 6432032.6,943843.5 6432021.4,943843.2 6432014.0,943842.2 6432001.6,943840.9 6432000.5,943838.8 6432000.2,943835.6 6431995.0,943833.7 6431989.9,943829.8 6431982.3,943826.3 6431975.5,943824.7 6431969.0,943824.9 6431963.8,943826.2 6431958.8,943829.7 6431952.3,943833.2 6431945.7,943836 6431939,943837.7 6431934.8,943838.4 6431927.6,943837.8 6431918.9,943836.2 6431911.0,943835.6 6431907.4,943835.0 6431901.2,943835.5 6431897.1,943835.8 6431894.5,943835.8 6431890.9,943834.2 6431887.8,943828.1 6431879.7,943824.2 6431873.9,943822.2 6431870.2,943817.5 6431866.0,943811.3 6431859.2,943806.3 6431852.9,943802.2 6431847.3,943798.7 6431842.1,943794.2 6431837.0,943789.8 6431831.8,943786.2 6431827.6,943782.3 6431823.5,943778.9 6431820.5,943775.3 6431818.7,943773.4 6431816.0,943768.5 6431808.7,943765.4 6431805.4,943762.8 6431802.9,943761.3 6431799.5,943760.6 6431794.5,943761.3 6431789.9,943763.1 6431784.1,943764.4 6431779.9,943765.2 6431777.0,943765.5 6431772.1,943761.2 6431762.3,943758.0 6431755.8,943751.8 6431744.2,943745.5 6431731.3,943740.0 6431721.8,943737.8 6431717.4,943731.5 6431705.8,943726.9 6431695.5,943724.3 6431687.4,943721.6 6431678.5,943720.1 6431673.7,943718.7 6431665.4,943715.8 6431652.8,943714.4 6431645.9,943714.3 6431640.4,943714.9 6431636.0,943719.2 6431621.9,943720.2 6431613.4,943719.2 6431608.9,943717.5 6431602.5,943715.6 6431596.7,943713.8 6431590.4,943711.9 6431582.5,943709.8 6431578.0,943709.0 6431574.1,943709.0 6431568.8,943708.9 6431566.2,943709.7 6431560.5,943711.0 6431556.5,943711.3 6431551.3,943713.9 6431547.0,943717.2 6431544.1,943719.6 6431542.2,943722.7 6431538.6,943722.4 6431536.8,943720.2 6431532.6,943715.0 6431527.5,943711.9 6431525.1,943709.1 6431521.0,943709.0 6431516.2,943709.2 6431512.1,943708.8 6431507.3,943708.9 6431501.7,943707.8 6431497.1,943707.2 6431493.6,943706.7 6431489.8,943707.6 6431484.6,943710.7 6431481.1,943713.3 6431477.2,943716.3 6431471.9,943718.2 6431467.6,943720.7 6431462.7,943721.9 6431459.1,943722.6 6431452.3,943722.7 6431446.6,943721.2 6431438.6,943720.4 6431433.3,943719.4 6431426.5,943718.7 6431421.7,943714.8 6431411.3,943713.7 6431406.8,943712.9 6431401.3,943711.6 6431395.8,943710.4 6431391.3,943707.7 6431384.9,943705.7 6431380.5,943703.5 6431375.8,943703.1 6431368.7,943702.3 6431363.7,943700.7 6431359.3,943699.4 6431356.4,943697.7 6431354.4,943696.1 6431352.7,943694.7 6431348.5,943694.0 6431345.1,943693.7 6431339.2,943693.0 6431333.7,943691.5 6431326.2,943690.1 6431321.1,943689.1 6431318.6,943687.6 6431311.9,943687.4 6431306.6,943687.0 6431301.6,943687.5 6431298.3,943686.7 6431294.2,943684.3 6431291.3,943680.5 6431285.8,943679.7 6431283.1,943681.1 6431281.8,943681.5 6431278.1,943682.7 6431274.8,943683.6 6431272.0,943682.4 6431270.6,943680.1 6431264.9,943681.0 6431259.1,943680.9 6431256.8,943678.1 6431256.0,943675.8 6431253.8,943676.5 6431250.9,943676.3 6431248.4,943675.4 6431245.9,943675.8 6431240.3,943678.0 6431237.4,943680.1 6431235.2,943679.7 6431233.9,943678.1 6431232.8,943677.2 6431231.8,943676.8 6431229.5,943676.4 6431226.2,943676.3 6431222.7,943676.8 6431214.8,943677.4 6431208.9,943678.9 6431204.2,943681.6 6431199.4,943684.2 6431195.2,943685.3 6431192.6,943683.5 6431191.0,943682.4 6431189.3,943682.8 6431183.6,943684.1 6431178.2,943684.4 6431174.4,943684.6 6431172.0,943685.3 6431170.7,943687.0 6431168.5,943686.8 6431166.2,943685.7 6431163.5,943685.6 6431157.8,943686.1 6431152.1,943686.7 6431148.8,943685.6 6431146.5,943685.0 6431144.6,943686.6 6431139.4,943685.8 6431136.9,943684.5 6431134.8,943685.5 6431131.3,943686.0 6431129.5,943685.9 6431126.1,943684 6431123,943682.1 6431118.7,943679.0 6431112.6,943677.9 6431109.5,943679.5 6431107.4,943680.1 6431105.2,943679.7 6431103.1,943680.8 6431101.0,943682.5 6431099.4,943683.6 6431098.0,943683.0 6431096.2,943681.8 6431093.2,943680.6 6431089.9,943678.5 6431088.0,943675.2 6431084.9,943675.5 6431082.1,943675.8 6431079.5,943676.6 6431076.3,943677.1 6431073.7,943676.6 6431071.4,943674.2 6431067.8,943672.9 6431064.3,943673.0 6431061.2,943671.7 6431059.1,943668.9 6431055.9,943667.8 6431053.0,943664.3 6431047.8,943663.8 6431045.8,943666.7 6431042.4,943668.8 6431040.9,943670.6 6431040.2,943672.8 6431038.5,943673.2 6431036.4,943673.3 6431034.6,943672.4 6431033.4,943673.2 6431030.1,943673.3 6431027.5,943675.3 6431025.8,943676.5 6431025.2,943678.9 6431022.5,943680.2 6431020.9,943681.3 6431018.9,943683.2 6431016.0,943682.5 6431015.0,943681.8 6431013.9,943681.5 6431012.7,943681.5 6431010.5,943679.1 6431009.0,943670.5 6431005.3,943665.3 6431004.4,943656.4 6431003.5,943650.8 6431002.4,943648.4 6431001.8,943648.6 6430998.8,943647.9 6430995.3,943647.2 6430990.7,943647.2 6430986.6,943647.3 6430985.1,943647.5 6430981.9,943647.9 6430976.5,943647.2 6430963.8,943648.6 6430955.7,943650.3 6430949.2,943651.1 6430943.3,943650.2 6430940.5,943648.5 6430938.1,943648.1 6430934.5,943648.8 6430927.9,943649.9 6430921.0,943652.1 6430914.0,943652.7 6430908.2,943651.6 6430905.4,943648.3 6430903.2,943646.0 6430902.2,943644.9 6430901.1,943644.1 6430898.7,943643.2 6430895.3,943643.2 6430893.0,943644.2 6430890.5,943645.1 6430887.0,943644.6 6430884.6,943642.1 6430879.9,943637.9 6430875.3,943633.5 6430871.3,943631.4 6430869.6,943627.9 6430869.0,943625.9 6430869.0,943622.7 6430869.5,943619.0 6430869.9,943616.2 6430868.8,943613.0 6430866.7,943605.0 6430863.1,943597.6 6430862.3,943594.4 6430862.7,943589.9 6430863.5,943587.2 6430863.2,943583.7 6430862.7,943577.8 6430862.4,943568.9 6430865.1,943561.6 6430866.2,943550.0 6430865.5,943540.3 6430864.1,943534.9 6430862.3,943532.8 6430861.3,943531.2 6430860.1,943531.3 6430856.5,943534.1 6430846.0,943535.5 6430840.0,943537.2 6430830.5,943539.2 6430822.3,943542.4 6430813.9,943543.8 6430808.0,943545.7 6430800.7,943546.1 6430795.4,943547.2 6430790.9,943550.6 6430785.1,943556.6 6430772.6,943563.1 6430759.3,943569.7 6430746.5,943577.0 6430736.5,943580.0 6430730.5,943581.1 6430726.0,943581.6 6430722.8,943581.8 6430720.3,943580.5 6430716.1,943579.6 6430713.3,943578.7 6430710.9,943579.0 6430709.6,943579.3 6430707.8,943579.4 6430705.3)",66139,3091,69873,0
