link_id,source,target,direction,wkt
troncon_de_route.TRONROUT0000000246102492,118,121,0,"LINESTRING(2.54609107 48.63976378,2.54656784 48.63972152,2.54693315 48.63969772,2.54709199 48.63969203,2.54744776 48.63967269,2.54770862 48.6396422,2.5478457 48.63964272,2.54800705 48.63966133,2.54824467 48.63965053,2.54841744 48.63960351,2.5484883 48.6395714,2.54865893 48.63945871,2.54870381 48.63944809,2.54884346 48.63946481,2.54892485 48.63946961,2.54932156 48.63942434,2.54939894 48.63942283,2.54943959 48.63943018,2.54948705 48.63943576,2.54953315 48.63944043,2.54953814 48.63949172,2.54953518 48.63952049,2.54959895 48.63952253)"
troncon_de_route.TRONROUT0000000246102505,118,111,0,"LINESTRING(2.54609107 48.63976378,2.54595374 48.63979204,2.54579072 48.63980941,2.54555177 48.63981749,2.54540766 48.63984573,2.54521309 48.63990076)"
troncon_de_route.TRONROUT0000000246102507,61,48,0,"LINESTRING(2.54443222 48.63886064,2.54448456 48.63892831,2.54458643 48.63907621,2.54462021 48.63909343,2.54465138 48.63909895,2.54467301 48.63910893,2.5446999 48.63913781,2.54481217 48.63933703,2.54485109 48.63938845)"
troncon_de_route.TRONROUT0000000246102508,114,122,0,"LINESTRING(2.54408228 48.64132665,2.54422349 48.64132089,2.5452214 48.64128782,2.54536994 48.64121913,2.54539177 48.64120662,2.54543943 48.64118881,2.54570293 48.64116733,2.54591194 48.64116812,2.5460041 48.64118467,2.5461042 48.64122373,2.54621934 48.64125025,2.54634682 48.64126243,2.54720212 48.6412387,2.54725226 48.64124788,2.54729552 48.64126874,2.54732115 48.64128682,2.54734377 48.64133908)"
troncon_de_route.TRONROUT0000000246102524,123,14,0,"LINESTRING(2.54740325 48.642622,2.54741088 48.64283881,2.54741197 48.64287029)"
troncon_de_route.TRONROUT0000000246102526,122,123,0,"LINESTRING(2.54734377 48.64133908,2.54740325 48.642622)"
troncon_de_route.TRONROUT0000000246102527,111,124,0,"LINESTRING(2.54521309 48.63990076,2.54502109 48.63997288,2.54493662 48.64000944,2.54483197 48.64002613,2.54458321 48.64006926,2.54425512 48.64018314,2.54415176 48.64020703,2.5438338 48.64024809,2.54364467 48.64030223,2.54335791 48.64034431,2.54298571 48.64037976,2.54268935 48.6404344,2.54254134 48.64044192,2.54243305 48.64040823,2.54234807 48.64034763,2.5423212 48.64031695,2.54225559 48.64021415,2.54223684 48.64018529)"
troncon_de_route.TRONROUT0000000246102529,116,125,0,"LINESTRING(2.54565808 48.64039178,2.54578574 48.64053979,2.54582314 48.64060919,2.54582286 48.64064157,2.54580764 48.6406748,2.54578162 48.64070168,2.54572165 48.64073024,2.54563884 48.64073262,2.54555747 48.64072512,2.54548281 48.64072573,2.54540958 48.64071826,2.54536353 48.64070729,2.54529843 48.64070164,2.54524275 48.64070503,2.54521553 48.64071302,2.54518833 48.64072011,2.54513404 48.6407199,2.5450703 48.64071336,2.54477702 48.64072573,2.54474157 48.64074449,2.54470073 48.64075783,2.54464102 48.6407576,2.54460447 48.64074576,2.54452853 48.64073828,2.54421487 48.64075327,2.54418489 48.64076665,2.54416839 48.64079087,2.54414354 48.64083845)"
troncon_de_route.TRONROUT0000000246102531,126,13,0,"LINESTRING(2.5447684 48.64280895,2.54477009 48.64292679)"
troncon_de_route.TRONROUT0000000246102532,127,126,0,"LINESTRING(2.54438931 48.64269776,2.54476539 48.64268661,2.5447684 48.64280895)"
troncon_de_route.TRONROUT0000000246102537,107,126,0,"LINESTRING(2.54419581 48.64294079,2.5442056 48.64290754,2.54422623 48.64287704,2.5442794 48.64285026,2.54433933 48.6428262,2.54438556 48.64281648,2.5447684 48.64280895)"
troncon_de_route.TRONROUT0000000246102538,126,123,0,"LINESTRING(2.5447684 48.64280895,2.54522192 48.6427891,2.54534981 48.6427554,2.5454055 48.64275022,2.54710651 48.64271982,2.54710327 48.64262356,2.54740325 48.642622)"
troncon_de_route.TRONROUT0000000246102539,114,127,0,"LINESTRING(2.54408228 48.64132665,2.54408692 48.64141751,2.5441458 48.64260508,2.5441535 48.64265638,2.54419396 48.64268622,2.54423458 48.64269717,2.54428478 48.64270006,2.54433501 48.64269846,2.54438931 48.64269776)"
troncon_de_route.TRONROUT0000000246103371,128,92,0,"LINESTRING(2.55629938 48.63924094,2.55616085 48.63925212)"
troncon_de_route.TRONROUT0000000246103437,40,121,1,"LINESTRING(2.54958428 48.63980762,2.54958952 48.63967272,2.54959895 48.63952253)"
troncon_de_route.TRONROUT0000000246103510,51,62,0,"LINESTRING(2.54323235 48.63933549,2.54377243 48.63888061)"
troncon_de_route.TRONROUT0000000246103512,124,51,0,"LINESTRING(2.54223684 48.64018529,2.54323235 48.63933549)"
troncon_de_route.TRONROUT0000000246103513,9,12,1,"LINESTRING(2.55091463 48.6427855,2.55094861 48.64262192,2.55096876 48.64248887)"
troncon_de_route.TRONROUT0000000246103516,26,129,0,"LINESTRING(2.55331946 48.64060335,2.5535852 48.64063673,2.55379247 48.64068338,2.55389401 48.64071255,2.55410406 48.64075201,2.55424922 48.64075975,2.55455436 48.64078967,2.5548284 48.64080419,2.55508873 48.64083665,2.55524056 48.6408579,2.5555753 48.64091852,2.55622569 48.64104867,2.55688734 48.64113299,2.55711647 48.64116263,2.55724115 48.64118468,2.55730485 48.64119571,2.55743491 48.64122408)"
troncon_de_route.TRONROUT0000000246103765,32,121,0,"LINESTRING(2.54966684 48.63952009,2.54959895 48.63952253)"
troncon_de_route.TRONROUT0000000246131832,79,77,0,"LINESTRING(2.53901294 48.6419233,2.5391115 48.64198305,2.53944925 48.64216156,2.53955061 48.64221232,2.53965762 48.64223702)"
troncon_de_route.TRONROUT0000000247244865,125,104,0,"LINESTRING(2.54414354 48.64083845,2.54400645 48.64083882)"
troncon_de_route.TRONROUT0000000247244866,125,30,0,"LINESTRING(2.54414354 48.64083845,2.5443118 48.64084359,2.54458726 48.64085184,2.54485203 48.64084026,2.54511698 48.64080889,2.54534386 48.64078457,2.54561672 48.64077841,2.54635126 48.64075063,2.54663354 48.6407544,2.54673947 48.64074761,2.54731782 48.64073002,2.54776857 48.64071464,2.54803611 48.64069677,2.54819233 48.64068207,2.54842725 48.64066946,2.5486377 48.64066127,2.54887666 48.64065138,2.54939803 48.64063176,2.54952292 48.64062954,2.54957723 48.64062704)"
troncon_de_route.TRONROUT0000000247881261,121,130,1,"LINESTRING(2.54959895 48.63952253,2.54958824 48.63918968,2.54957452 48.6390493,2.54952853 48.63887372,2.54950346 48.63878998,2.5494716 48.638708,2.54944895 48.63865844,2.54939238 48.63860786)"
troncon_de_route.TRONROUT0000000247881262,131,32,1,"LINESTRING(2.54950394 48.63826197,2.54947058 48.63835359,2.54945616 48.63845158,2.54947845 48.63854252,2.54952239 48.63864163,2.54960324 48.63886681,2.54964386 48.63903607,2.54967242 48.6391864,2.5496762 48.63937801,2.54966684 48.63952009)"
troncon_de_route.TRONROUT0000000288134526,124,132,0,"LINESTRING(2.54223684 48.64018529,2.54171178 48.64062673)"
troncon_de_route.TRONROUT0000000288134527,132,117,0,"LINESTRING(2.54171178 48.64062673,2.54157098 48.64074043)"
troncon_de_route.TRONROUT0000000288134528,76,133,0,"LINESTRING(2.54088797 48.64123882,2.54149383 48.64071584)"
troncon_de_route.TRONROUT0000000288134529,133,45,0,"LINESTRING(2.54149383 48.64071584,2.54154988 48.64067019,2.54159226 48.64063527,2.54165112 48.64057883)"
troncon_de_route.TRONROUT0000000296096550,134,135,0,"LINESTRING(2.53901315 48.63542797,2.53901951 48.63547657,2.53901655 48.63550444,2.5389917 48.63555202,2.53896027 48.63557618,2.53887992 48.63560825,2.53876703 48.6356366,2.53809824 48.63575724,2.53753549 48.6358576,2.53697685 48.63595348,2.53646848 48.63604325,2.53634603 48.63607786,2.53626962 48.63612343,2.53620939 48.63618167,2.5361749 48.6362445,2.53613887 48.63632891,2.53611498 48.63642057,2.53611012 48.6365105,2.53609915 48.63667597,2.53608779 48.63688551,2.53599336 48.63835134,2.53595434 48.63892507,2.53594548 48.63915981,2.5359449 48.63937749,2.53595298 48.63984436,2.53595644 48.63991364)"
troncon_de_route.TRONROUT0000000296096551,20,136,0,"LINESTRING(2.54261126 48.64284657,2.54180605 48.64241621,2.54174545 48.642362,2.54175949 48.64230809,2.54206865 48.64203313,2.54207434 48.64200437,2.54206918 48.64197286,2.54201248 48.64193757,2.54133029 48.64156615)"
troncon_de_route.TRONROUT0000000296096552,20,15,1,"LINESTRING(2.54261126 48.64284657,2.54264407 48.64281971,2.54273271 48.64277237,2.54287276 48.64274413,2.54298275 48.64273915,2.5430722 48.64275479,2.54316423 48.64278572,2.54323181 48.64281836,2.54329652 48.64286898,2.54333 48.64292038)"
troncon_de_route.TRONROUT0000000347692298,14,137,1,"LINESTRING(2.54741197 48.64287029,2.54781787 48.64286374,2.54791563 48.64285961)"
troncon_de_route.TRONROUT0000000347692300,138,137,0,"LINESTRING(2.54933376 48.64100211,2.54934296 48.64214092,2.54928373 48.64224144,2.54920725 48.64229512,2.54905292 48.64240608,2.5488897 48.64244594,2.548139 48.64245658,2.54799078 48.6424875,2.54792229 48.6425601,2.54791055 48.64281912,2.54791563 48.64285961)"
troncon_de_route.TRONROUT0000000351568903,137,100,1,"LINESTRING(2.54791563 48.64285961,2.54815052 48.64285151,2.54852796 48.64284035,2.54884838 48.64282987,2.54889318 48.64282914,2.54897339 48.64281415,2.54906047 48.64279019,2.5491884 48.6427502)"
troncon_de_route.TRONROUT0000002000120902,139,140,1,"LINESTRING(2.54029535 48.64303374,2.54035748 48.64306906,2.5409037 48.64315842,2.54127774 48.64322553,2.54131354 48.64363224,2.54133202 48.64384639,2.54134348 48.64393369,2.54133781 48.64396065,2.54131865 48.64397857,2.54128322 48.64399462,2.54124113 48.64399536,2.54074389 48.6438918,2.53982785 48.64371556,2.53900132 48.64355046,2.53874657 48.6435009,2.53883223 48.64333032,2.53889386 48.6432685,2.53911955 48.64307148,2.53923983 48.6429775,2.53934235 48.64289514,2.53940235 48.64286389,2.53945808 48.64285511,2.54010835 48.64299794,2.54029535 48.64303374)"
troncon_de_route.TRONROUT0000002000120903,70,139,0,"LINESTRING(2.54063078 48.64270582,2.54029711 48.64298788,2.54029139 48.64302114,2.54029535 48.64303374)"
troncon_de_route.TRONROUT0000002000120904,141,21,0,"LINESTRING(2.54133506 48.64303595,2.54161318 48.64305141,2.54202859 48.64304402,2.5421114 48.64304254)"
troncon_de_route.TRONROUT0000002005253820,142,143,0,"LINESTRING(2.54164771 48.64034854,2.5416393 48.64037909,2.54162251 48.64043659,2.5416372 48.64046363,2.54169535 48.64048815)"
troncon_de_route.TRONROUT0000002005253821,47,142,0,"LINESTRING(2.54155043 48.64029779,2.54159366 48.64032135,2.54164771 48.64034854)"
troncon_de_route.TRONROUT0000002005253823,144,143,0,"LINESTRING(2.54213426 48.64011924,2.54206864 48.64017385,2.54169535 48.64048815)"
troncon_de_route.TRONROUT0000002005253824,67,144,0,"LINESTRING(2.54162961 48.63916112,2.54166131 48.63926019,2.54223279 48.63956192,2.54223806 48.63957993,2.54222023 48.63960145,2.54209301 48.6397152,2.5420928 48.63973949,2.54209887 48.63982047,2.5421226 48.63990061,2.54211401 48.63995185,2.54210147 48.63998868,2.54205465 48.64006586,2.54213426 48.64011924)"
troncon_de_route.TRONROUT0000002005253825,44,124,0,"LINESTRING(2.54216397 48.64013644,2.54223684 48.64018529)"
troncon_de_route.TRONROUT0000002005253826,52,44,0,"LINESTRING(2.54319068 48.63928855,2.5427217 48.63968343,2.54216397 48.64013644)"
troncon_de_route.TRONROUT0000002005253827,144,44,0,"LINESTRING(2.54213426 48.64011924,2.54216397 48.64013644)"
troncon_de_route.TRONROUT0000002205799252,141,145,0,"LINESTRING(2.54133506 48.64303595,2.54134913 48.64313315,2.54136754 48.64320159,2.54138537 48.64333478,2.54146734 48.6440493)"
troncon_de_route.TRONROUT0000002205799253,70,141,0,"LINESTRING(2.54063078 48.64270582,2.54081725 48.64280189,2.54082264 48.6428055,2.54116717 48.64298763,2.5412687 48.64301861,2.54133506 48.64303595)"
troncon_de_route.TRONROUT0000002207439532,80,146,0,"LINESTRING(2.5398443 48.6412276,2.54019028 48.6409339)"
troncon_de_route.TRONROUT0000002207536158,36,30,0,"LINESTRING(2.54965335 48.64061384,2.54957723 48.64062704)"
troncon_de_route.TRONROUT0000002207536159,28,39,1,"LINESTRING(2.54966333 48.63992755,2.54966264 48.64000761)"
