WKT,link_id,source,target,direction
"LINESTRING (2.55134152 48.64286357,2.5513376 48.64300477,2.55132859 48.64310548,2.55130377 48.64315037,2.55127488 48.64319523,2.55121359 48.64322019,2.55114701 48.64322803,2.55103707 48.64322762,2.55055798 48.64322131,2.55047246 48.64322189,2.55040711 48.64324503,2.55034019 48.64329335,2.55027988 48.64336059,2.55025619 48.64343246,2.55023138 48.64363475,2.55024562 48.64387317,2.55027845 48.64431675,2.55030905 48.64454714,2.55035848 48.64463908,2.55043002 48.64468612,2.55054082 48.644745,2.55058955 48.64476048,2.55066149 48.64476075,2.55072258 48.64476008,2.55078909 48.64476033,2.5508744 48.64478404,2.55114778 48.64487952,2.55128179 48.6449223,2.55139004 48.64496229,2.55145109 48.64496611,2.5515244 48.64496549,2.55165199 48.64496507,2.55174294 48.64496541)",troncon_de_route.TRONROUT0000000039834667,"1368","3769","0"
"LINESTRING (2.54628747 48.63683574,2.54622661 48.63681212)",troncon_de_route.TRONROUT0000000232984955,"4229","4230","0"
"LINESTRING (2.54628747 48.63683574,2.54642395 48.63690462,2.546497 48.63693278,2.54652684 48.6369347)",troncon_de_route.TRONROUT0000000232984957,"4229","4231","0"
"LINESTRING (2.54652684 48.6369347,2.54659194 48.63693944,2.5466788 48.63693977,2.5467331 48.63693818,2.54676983 48.63692842,2.54682018 48.63691242,2.54688568 48.6368713,2.54689276 48.63683804,2.54689692 48.63682816)",troncon_de_route.TRONROUT0000000232984959,"4231","4232","0"
"LINESTRING (2.54653578 48.63715601,2.54652257 48.63711368,2.54652684 48.6369347)",troncon_de_route.TRONROUT0000000232984960,"1572","4231","0"
"LINESTRING (2.54365945 48.63954041,2.54346871 48.63946772,2.54335661 48.63940522,2.54327284 48.63936173,2.54326474 48.6393563,2.54323235 48.63933549)",troncon_de_route.TRONROUT0000000232984963,"1600","1610","0"
"LINESTRING (2.55423641 48.63907673,2.55393582 48.63915206,2.55363408 48.6392022,2.55323726 48.63926188,2.55318299 48.63925898,2.55310973 48.63925601,2.55299147 48.63927715,2.55290025 48.63931009,2.55275906 48.63931406,2.55260589 48.639291,2.55246348 48.63927877,2.55229932 48.63927096,2.55208612 48.63928455,2.55178852 48.6393266,2.5515657 48.63935365,2.55131311 48.63937069,2.5511717 48.63940074,2.550999 48.63943877,2.55086319 48.63944815,2.55059576 48.63945434,2.55044901 48.63947357,2.55032252 48.63950458,2.55018079 48.63957151,2.55007734 48.6396062,2.54999584 48.63961398,2.5499538 48.63961023,2.54992136 48.63959481,2.54988764 48.6395704,2.54982402 48.63954947,2.54974826 48.6395213,2.54966684 48.63952009)",troncon_de_route.TRONROUT0000000233778718,"4253","1515","0"
"LINESTRING (2.5533308 48.64054673,2.55321984 48.64050673,2.55306282 48.64045757,2.55282838 48.64041441,2.55242688 48.64038502,2.55182969 48.64038368,2.55160978 48.64038735,2.55137167 48.64045571,2.55124098 48.64050109)",troncon_de_route.TRONROUT0000000233778724,"4259","4260","0"
"LINESTRING (2.5512514 48.6405524,2.55127973 48.64073061)",troncon_de_route.TRONROUT0000000233778727,"1554","1550","0"
"LINESTRING (2.54939238 48.63860786,2.54890939 48.63874455)",troncon_de_route.TRONROUT0000000233778735,"1527","4262","0"
"LINESTRING (2.5503231 48.63817331,2.55015411 48.6379388,2.55012192 48.63789371)",troncon_de_route.TRONROUT0000000233778737,"1518","1548","0"
"LINESTRING (2.546915 48.63677696,2.54691917 48.63676618,2.54694245 48.63674198,2.54695614 48.63672764)",troncon_de_route.TRONROUT0000000233778738,"4263","1573","0"
"LINESTRING (2.54662919 48.63749638,2.54687929 48.63745325,2.54700173 48.63741954,2.54711617 48.6373696,2.54722391 48.63730884,2.54731395 48.63725522,2.54742041 48.63718636,2.54748865 48.63714164)",troncon_de_route.TRONROUT0000000233778740,"1559","4264","0"
"LINESTRING (2.54671218 48.63872632,2.54722782 48.63858256)",troncon_de_route.TRONROUT0000000233778741,"1562","4265","0"
"LINESTRING (2.5484217 48.63895229,2.54841551 48.6388839,2.54846764 48.63881934,2.54855889 48.6387828,2.54864573 48.63878583)",troncon_de_route.TRONROUT0000000233778743,"1521","4266","1"
"LINESTRING (2.54864573 48.63878583,2.54870535 48.63879685,2.54875807 48.63882134,2.54878355 48.63885741)",troncon_de_route.TRONROUT0000000233778744,"4266","4267","1"
"LINESTRING (2.54890939 48.63874455,2.5489038 48.63876252,2.54878355 48.63885741)",troncon_de_route.TRONROUT0000000233778745,"4262","4267","1"
"LINESTRING (2.54890939 48.63874455,2.54890688 48.63872026,2.5488894 48.6387013,2.54882319 48.63866777,2.54879202 48.63866225,2.54875939 48.63866843,2.54873343 48.63868812,2.54864573 48.63878583)",troncon_de_route.TRONROUT0000000233778746,"4262","4266","-1"
"LINESTRING (2.54920135 48.64298052,2.54916945 48.64290124,2.54916872 48.64282928,2.5491884 48.6427502)",troncon_de_route.TRONROUT0000000238977870,"1404","4270","1"
"LINESTRING (2.54950926 48.64253103,2.54960576 48.64251611,2.54971439 48.64251112,2.54981741 48.6425277)",troncon_de_route.TRONROUT0000000238977871,"1540","4271","1"
"LINESTRING (2.54954441 48.64317791,2.54942935 48.64314149,2.54934555 48.6431007,2.54926727 48.64304823,2.54920135 48.64298052)",troncon_de_route.TRONROUT0000000238977872,"1371","1404","1"
"LINESTRING (2.55016532 48.64295088,2.55012409 48.64301009,2.55007474 48.64306658,2.54999685 48.64312655,2.54990556 48.64316758)",troncon_de_route.TRONROUT0000000238977873,"1369","1372","1"
"LINESTRING (2.55014697 48.64271694,2.55018968 48.64280076,2.55019453 48.64286824,2.55016532 48.64295088)",troncon_de_route.TRONROUT0000000238977874,"1374","1369","1"
"LINESTRING (2.54981741 48.6425277,2.54992839 48.6425641,2.55001624 48.64260851,2.55009043 48.64266186,2.55014697 48.64271694)",troncon_de_route.TRONROUT0000000238977875,"4271","1374","1"
"LINESTRING (2.5491884 48.6427502,2.5492296 48.64269459,2.5492789 48.6426435,2.54933901 48.64259875,2.54941808 48.64255947,2.54950926 48.64253103)",troncon_de_route.TRONROUT0000000238977876,"4270","1540","1"
"LINESTRING (2.54631618 48.63665595,2.54630001 48.63664239,2.54627319 48.63660451,2.54626815 48.63656042,2.54627516 48.63653436)",troncon_de_route.TRONROUT0000000238977877,"4272","4273","1"
"LINESTRING (2.54680131 48.63658403,2.54678325 48.63663254,2.54675037 48.63666839,2.54670944 48.63669252,2.54665629 48.63671841)",troncon_de_route.TRONROUT0000000238977879,"4274","4275","1"
"LINESTRING (2.54646882 48.63673838,2.54641873 48.6367247,2.54637817 48.63670655,2.54633768 48.63668031,2.54631618 48.63665595)",troncon_de_route.TRONROUT0000000238977880,"4276","4272","1"
"LINESTRING (2.54990556 48.64316758,2.54979138 48.64318604,2.54967325 48.64319099,2.54954441 48.64317791)",troncon_de_route.TRONROUT0000000238977881,"1372","1371","1"
"LINESTRING (2.54000801 48.6423688,2.54000663 48.6423706,2.53992604 48.64242875,2.53981574 48.6424688,2.53963756 48.64251129,2.53954896 48.64255323,2.53943141 48.64264632,2.53924554 48.64279132,2.53877142 48.64314569,2.53853212 48.64334625,2.5380768 48.64372228,2.53790619 48.64382866,2.53784503 48.64383742)",troncon_de_route.TRONROUT0000000246102284,"3213","3217","0"
"LINESTRING (2.54133337 48.63904664,2.5414307 48.63909199,2.54153752 48.63913738,2.54158217 48.63915374,2.54162961 48.63916112)",troncon_de_route.TRONROUT0000000246102300,"1593","1639","0"
"LINESTRING (2.55036035 48.63620803,2.55052328 48.63619965,2.5506224 48.63619373,2.5507106 48.63619586,2.55081097 48.63620344,2.55083131 48.63620531)",troncon_de_route.TRONROUT0000000246102304,"1517","3690","0"
"LINESTRING (2.54355188 48.63802433,2.54367306 48.63797982,2.54381769 48.63789222,2.54392575 48.63779549,2.54398384 48.63767158,2.54399366 48.63763384,2.54400326 48.63746747,2.54397167 48.63735401)",troncon_de_route.TRONROUT0000000246102306,"1596","1626","0"
"LINESTRING (2.54298264 48.63871117,2.5429867 48.63871299,2.54282816 48.63883831)",troncon_de_route.TRONROUT0000000246102319,"1644","4541","0"
"LINESTRING (2.5512514 48.6405524,2.55118763 48.64054947,2.55108447 48.64055088,2.5507844 48.64056324,2.55052103 48.64057034,2.55032955 48.64058221,2.55018972 48.64058618,2.549948 48.64060056,2.54971714 48.64061408,2.54965335 48.64061384)",troncon_de_route.TRONROUT0000000246102322,"1554","1538","0"
"LINESTRING (2.54400645 48.64083882,2.54381238 48.64083628,2.54361957 48.64084544,2.54328802 48.64088824,2.54321062 48.64089155,2.54314824 48.64088591,2.54309953 48.64086773,2.54306443 48.64084601,2.54300341 48.64083948,2.54296143 48.64082852,2.54292508 48.6407951,2.54284972 48.64072015,2.54279047 48.64066686,2.54274041 48.64064867,2.54268207 48.64064575,2.54259651 48.64065172,2.5425203 48.64067481,2.54244946 48.64070513,2.54231867 48.64076129,2.54218544 48.64078507,2.54194095 48.64080572,2.54171694 48.64081295,2.54158537 48.64080255,2.54151357 48.64078698)",troncon_de_route.TRONROUT0000000246102338,"4548","4549","0"
"LINESTRING (2.55095609 48.63605646,2.5509251 48.63603026,2.55088611 48.63598694,2.55085535 48.63593375,2.55083271 48.63588329,2.55080351 48.63580672,2.5507769 48.63574546,2.55075565 48.63569051,2.55072351 48.63564091,2.55069807 48.63560034,2.55065375 48.6355462,2.55061207 48.63550017,2.55057434 48.63546854,2.55052168 48.63543776,2.5504745 48.63540071,2.55041799 48.63534382,2.55036432 48.63527166,2.5503376 48.63522299)",troncon_de_route.TRONROUT0000000246102340,"3692","3694","0"
"LINESTRING (2.5508969 48.64168804,2.55056816 48.64172008,2.55029108 48.64174242,2.54994078 48.64175549,2.5499177 48.64175631,2.54970043 48.64176718)",troncon_de_route.TRONROUT0000000246102342,"1504","1539","0"
"LINESTRING (2.55117713 48.63670944,2.55112017 48.63670563,2.55106738 48.63668834,2.55104462 48.63665227,2.55105585 48.63660914,2.5510995 48.63658322,2.55117005 48.63658618)",troncon_de_route.TRONROUT0000000246102347,"1533","1544","1"
"LINESTRING (2.54419581 48.64294079,2.54439675 48.64293436,2.54477009 48.64292679)",troncon_de_route.TRONROUT0000000246102352,"4555","1395","1"
"LINESTRING (2.54333 48.64292038,2.5434492 48.64294872,2.5436215 48.64295838,2.54416051 48.64294155,2.54419581 48.64294079)",troncon_de_route.TRONROUT0000000246102356,"1397","4555","1"
"LINESTRING (2.55138708 48.64277469,2.55167624 48.64276948,2.55219888 48.64276155,2.55271209 48.64274549,2.55283967 48.64274597,2.55322631 48.6427699,2.5558753 48.6431531,2.55610575 48.64318814)",troncon_de_route.TRONROUT0000000246102361,"1377","1341","1"
"LINESTRING (2.54878355 48.63885741,2.54880896 48.63890158,2.54879621 48.6389627,2.5487716 48.6389842)",troncon_de_route.TRONROUT0000000246102362,"4267","1520","1"
"LINESTRING (2.54970043 48.64176718,2.54971454 48.64217831,2.54972021 48.64230786,2.54972151 48.64231506,2.54975055 48.64240961,2.54981741 48.6425277)",troncon_de_route.TRONROUT0000000246102363,"1539","4271","1"
"LINESTRING (2.54722782 48.63858256,2.54726456 48.6385719,2.54774617 48.63843791,2.54833796 48.63827644,2.54850795 48.63823751)",troncon_de_route.TRONROUT0000000246102364,"4265","1541","0"
"LINESTRING (2.54443222 48.63886064,2.54451989 48.63876743,2.54462248 48.63867607,2.54473052 48.63858204,2.54483713 48.63849609,2.5449464 48.63841645,2.54508129 48.6383567,2.54525025 48.63827999)",troncon_de_route.TRONROUT0000000246102365,"1631","1637","0"
"LINESTRING (2.54631135 48.63877786,2.54629252 48.6387589,2.54615599 48.6385389,2.54612699 48.63843985,2.54615089 48.63834369,2.54621008 48.63824857,2.54631387 48.6381743,2.54645552 48.63811728,2.54661201 48.6380693,2.54677917 48.63804385,2.54689862 48.6380416)",troncon_de_route.TRONROUT0000000246102366,"1561","1557","0"
"LINESTRING (2.5466062 48.6363899,2.54663737 48.63639541,2.5467226 48.63642722,2.54675491 48.63645703,2.54677902 48.636494,2.54678166 48.6365021)",troncon_de_route.TRONROUT0000000246102367,"4557","4558","1"
"LINESTRING (2.54627516 48.63653436,2.54628489 48.63650741,2.54630689 48.63647511,2.54631788 48.63645986,2.5463698 48.63641958,2.54637255 48.63641509)",troncon_de_route.TRONROUT0000000246102368,"4273","4559","1"
"LINESTRING (2.54637255 48.63641509,2.54645286 48.63638841,2.54654112 48.63638335,2.5466062 48.6363899)",troncon_de_route.TRONROUT0000000246102371,"4559","4557","1"
"LINESTRING (2.55049355 48.63823872,2.55051386 48.63824509,2.55063298 48.63828152,2.55076579 48.63830451,2.55090151 48.63830412,2.55103732 48.63829474,2.5511719 48.63826916,2.55130794 48.6382319,2.55143731 48.63818201,2.55153962 48.63812123,2.55162271 48.63808646,2.55168372 48.63809299,2.55174444 48.63813549,2.55180902 48.6382014,2.55188031 48.63827633,2.55193808 48.63834491)",troncon_de_route.TRONROUT0000000246102372,"1519","1462","0"
"LINESTRING (2.54665629 48.63671841,2.54660863 48.63673622,2.54654209 48.63674046,2.54646882 48.63673838)",troncon_de_route.TRONROUT0000000246102373,"4275","4276","1"
"LINESTRING (2.55046259 48.63884127,2.55041783 48.63883751,2.55031895 48.63881464,2.55026352 48.63878925,2.55021244 48.63873239,2.5501859 48.63866123,2.55016236 48.63855769,2.55013494 48.63843256,2.5501312 48.63839387,2.55015055 48.63835346,2.55020144 48.6382745,2.55024395 48.63822339,2.5503231 48.63817331)",troncon_de_route.TRONROUT0000000246102374,"1537","1518","0"
"LINESTRING (2.54678166 48.6365021,2.54680439 48.63654177,2.54680131 48.63658403)",troncon_de_route.TRONROUT0000000246102375,"4558","4274","1"
"LINESTRING (2.54614816 48.63678034,2.54598181 48.63671404,2.54592362 48.63669403)",troncon_de_route.TRONROUT0000000246102410,"4574","1622","0"
"LINESTRING (2.54709364 48.63683611,2.54731876 48.63701237,2.54748865 48.63714164)",troncon_de_route.TRONROUT0000000246102416,"1574","4264","0"
"LINESTRING (2.54966264 48.64000761,2.54975079 48.64001604,2.54988211 48.64005521,2.55002713 48.64007915,2.55008136 48.64008655,2.55021861 48.64006728,2.55031118 48.64003524,2.55046926 48.63996028,2.55057531 48.63993909,2.55075454 48.63993077,2.55090106 48.63993852,2.55095384 48.63995581,2.55098474 48.63999371,2.55100082 48.64001716,2.55100351 48.64002076,2.55102915 48.64003795,2.55106555 48.64006687,2.55108833 48.64010024,2.55108964 48.64010654,2.55108652 48.64031162,2.55108478 48.64035658,2.55109112 48.64040788,2.55110582 48.64043492,2.5511354 48.64046741)",troncon_de_route.TRONROUT0000000246102417,"1542","4577","0"
"LINESTRING (2.54151357 48.64078698,2.54084347 48.64136008,2.54052586 48.64167009,2.54030272 48.64188601,2.54015632 48.64201857,2.54011251 48.64206158,2.54009587 48.64210109,2.54006756 48.64223411,2.54004095 48.64232665,2.54000801 48.6423688)",troncon_de_route.TRONROUT0000000246102427,"4549","3213","0"
"LINESTRING (2.55046259 48.63884127,2.55051349 48.6386031)",troncon_de_route.TRONROUT0000000246102434,"1537","4583","0"
"LINESTRING (2.54622661 48.63681212,2.54605357 48.63688972)",troncon_de_route.TRONROUT0000000246102436,"4230","4584","1"
"LINESTRING (2.54614816 48.63678034,2.54624511 48.63671234,2.54631618 48.63665595)",troncon_de_route.TRONROUT0000000246102439,"4574","4272","1"
"LINESTRING (2.54370759 48.63884528,2.54388533 48.63869574)",troncon_de_route.TRONROUT0000000246102440,"1613","4586","0"
"LINESTRING (2.54521309 48.63990076,2.54524927 48.63995486)",troncon_de_route.TRONROUT0000000246102441,"4587","4588","0"
"LINESTRING (2.54530831 48.64003245,2.54524927 48.63995486)",troncon_de_route.TRONROUT0000000246102442,"4589","4588","0"
"LINESTRING (2.54400645 48.64083882,2.54401864 48.6411537,2.54403782 48.6412887,2.54408228 48.64132665)",troncon_de_route.TRONROUT0000000246102443,"4548","4590","0"
"LINESTRING (2.54709364 48.63683611,2.546915 48.63677696)",troncon_de_route.TRONROUT0000000246102444,"1574","4263","1"
"LINESTRING (2.55095609 48.63605646,2.5508929 48.63614528,2.55083131 48.63620531)",troncon_de_route.TRONROUT0000000246102445,"3692","3690","0"
"LINESTRING (2.54689692 48.63682816,2.546915 48.63677696)",troncon_de_route.TRONROUT0000000246102446,"4232","4263","0"
"LINESTRING (2.55124098 48.64050109,2.5512514 48.6405524)",troncon_de_route.TRONROUT0000000246102447,"4260","1554","0"
"LINESTRING (2.54680131 48.63658403,2.54687389 48.63666616,2.54695614 48.63672764)",troncon_de_route.TRONROUT0000000246102451,"4274","1573","1"
"LINESTRING (2.5466062 48.6363899,2.54672454 48.63635976,2.54689981 48.63633704)",troncon_de_route.TRONROUT0000000246102452,"4557","1579","1"
"LINESTRING (2.54646882 48.63673838,2.54637907 48.63675873,2.54629744 48.63678181,2.54622661 48.63681212)",troncon_de_route.TRONROUT0000000246102453,"4276","4230","1"
"LINESTRING (2.54530831 48.64003245,2.54546292 48.64020304,2.54557469 48.64030511)",troncon_de_route.TRONROUT0000000246102455,"4589","4591","0"
"LINESTRING (2.54557469 48.64030511,2.54565808 48.64039178)",troncon_de_route.TRONROUT0000000246102457,"4591","4592","0"
"LINESTRING (2.54421817 48.63850362,2.54459282 48.63818573,2.5458055 48.63716852,2.54614148 48.63692513,2.54628747 48.63683574)",troncon_de_route.TRONROUT0000000246102458,"4593","4229","0"
"LINESTRING (2.55051349 48.6386031,2.55062661 48.63854865)",troncon_de_route.TRONROUT0000000246102461,"4583","4594","0"
"LINESTRING (2.55062661 48.63854865,2.55050896 48.63849874)",troncon_de_route.TRONROUT0000000246102462,"4594","4595","0"
"LINESTRING (2.54157098 48.64074043,2.54151357 48.64078698)",troncon_de_route.TRONROUT0000000246102463,"4596","4549","0"
"LINESTRING (2.54609107 48.63976378,2.54607944 48.63969717,2.54605675 48.63965211,2.54602872 48.63959803,2.54598202 48.63950521)",troncon_de_route.TRONROUT0000000246102464,"4597","1641","0"
"LINESTRING (2.54361673 48.6385256,2.54331888 48.63875114,2.54328356 48.6387555,2.54322816 48.6387265,2.54308763 48.6386558,2.54298264 48.63871117)",troncon_de_route.TRONROUT0000000246102465,"4598","1644","0"
"LINESTRING (2.54248027 48.63904386,2.54275904 48.63882725,2.54282816 48.63883831)",troncon_de_route.TRONROUT0000000246102466,"1633","4541","0"
"LINESTRING (2.55050896 48.63849874,2.55041068 48.63840572,2.55039729 48.63838498,2.55040019 48.6383634,2.55049355 48.63823872)",troncon_de_route.TRONROUT0000000246102467,"4595","1519","0"
"LINESTRING (2.55050896 48.63849874,2.55051349 48.6386031)",troncon_de_route.TRONROUT0000000246102469,"4595","4583","0"
"LINESTRING (2.54388533 48.63869574,2.54455533 48.63812712,2.54549475 48.63731935,2.54594427 48.63697385,2.54605357 48.63688972)",troncon_de_route.TRONROUT0000000246102471,"4586","4584","0"
"LINESTRING (2.54722782 48.63858256,2.5469562 48.63813177,2.54689862 48.6380416)",troncon_de_route.TRONROUT0000000246102473,"4265","1557","0"
"LINESTRING (2.54605357 48.63688972,2.54614816 48.63678034)",troncon_de_route.TRONROUT0000000246102475,"4584","4574","1"
"LINESTRING (2.55124098 48.64050109,2.55120572 48.64049736,2.5511354 48.64046741)",troncon_de_route.TRONROUT0000000246102477,"4260","4577","0"
"LINESTRING (2.54622661 48.63681212,2.54621444 48.63680668,2.54614816 48.63678034)",troncon_de_route.TRONROUT0000000246102479,"4230","4574","0"
"LINESTRING (2.55149116 48.63649024,2.55132788 48.6365391,2.55117005 48.63658618)",troncon_de_route.TRONROUT0000000246102480,"1507","1544","0"
"LINESTRING (2.546915 48.63677696,2.54683244 48.63675056,2.54673219 48.63673039,2.54665629 48.63671841)",troncon_de_route.TRONROUT0000000246102482,"4263","4275","1"
"LINESTRING (2.54355188 48.63802433,2.54355683 48.63807922,2.54359006 48.63831502,2.54361673 48.6385256)",troncon_de_route.TRONROUT0000000246102484,"1596","4598","0"
"LINESTRING (2.54689981 48.63633704,2.54686436 48.6363558,2.54678166 48.6365021)",troncon_de_route.TRONROUT0000000246102486,"1579","4558","1"
"LINESTRING (2.54377243 48.63888061,2.54421817 48.63850362)",troncon_de_route.TRONROUT0000000246102488,"1632","4593","0"
"LINESTRING (2.5487716 48.6389842,2.5488583 48.63900342,2.54892032 48.63905132,2.54892966 48.63906935,2.54894066 48.63921061)",troncon_de_route.TRONROUT0000000246102490,"1520","4600","0"
"LINESTRING (2.54609107 48.63976378,2.54656784 48.63972152,2.54693315 48.63969772,2.54709199 48.63969203,2.54744776 48.63967269,2.54770862 48.6396422,2.5478457 48.63964272,2.54800705 48.63966133,2.54824467 48.63965053,2.54841744 48.63960351,2.5484883 48.6395714,2.54865893 48.63945871,2.54870381 48.63944809,2.54884346 48.63946481,2.54892485 48.63946961,2.54932156 48.63942434,2.54939894 48.63942283,2.54943959 48.63943018,2.54948705 48.63943576,2.54953315 48.63944043,2.54953814 48.63949172,2.54953518 48.63952049,2.54959895 48.63952253)",troncon_de_route.TRONROUT0000000246102492,"4597","4601","0"
"LINESTRING (2.54609107 48.63976378,2.54595374 48.63979204,2.54579072 48.63980941,2.54555177 48.63981749,2.54540766 48.63984573,2.54521309 48.63990076)",troncon_de_route.TRONROUT0000000246102505,"4597","4587","0"
"LINESTRING (2.54443222 48.63886064,2.54448456 48.63892831,2.54458643 48.63907621,2.54462021 48.63909343,2.54465138 48.63909895,2.54467301 48.63910893,2.5446999 48.63913781,2.54481217 48.63933703,2.54485109 48.63938845)",troncon_de_route.TRONROUT0000000246102507,"1631","1599","0"
"LINESTRING (2.54408228 48.64132665,2.54422349 48.64132089,2.5452214 48.64128782,2.54536994 48.64121913,2.54539177 48.64120662,2.54543943 48.64118881,2.54570293 48.64116733,2.54591194 48.64116812,2.5460041 48.64118467,2.5461042 48.64122373,2.54621934 48.64125025,2.54634682 48.64126243,2.54720212 48.6412387,2.54725226 48.64124788,2.54729552 48.64126874,2.54732115 48.64128682,2.54734377 48.64133908)",troncon_de_route.TRONROUT0000000246102508,"4590","4602","0"
"LINESTRING (2.54421817 48.63850362,2.54427044 48.63857938,2.54438279 48.6387696,2.54443222 48.63886064)",troncon_de_route.TRONROUT0000000246102511,"4593","1631","0"
"LINESTRING (2.54361673 48.6385256,2.54364759 48.6385662,2.543688 48.63860144,2.54372719 48.63862048,2.54388533 48.63869574)",troncon_de_route.TRONROUT0000000246102512,"4598","4586","0"
"LINESTRING (2.54627516 48.63653436,2.54619712 48.6364558,2.54610414 48.63637989,2.54601393 48.63629589)",troncon_de_route.TRONROUT0000000246102521,"4273","1645","1"
"LINESTRING (2.54601393 48.63629589,2.54615053 48.63635128,2.54627368 48.63639133,2.54637255 48.63641509)",troncon_de_route.TRONROUT0000000246102522,"1645","4559","1"
"LINESTRING (2.54740325 48.642622,2.54741088 48.64283881,2.54741197 48.64287029)",troncon_de_route.TRONROUT0000000246102524,"4603","1396","0"
"LINESTRING (2.54734377 48.64133908,2.54740325 48.642622)",troncon_de_route.TRONROUT0000000246102526,"4602","4603","0"
"LINESTRING (2.54521309 48.63990076,2.54502109 48.63997288,2.54493662 48.64000944,2.54483197 48.64002613,2.54458321 48.64006926,2.54425512 48.64018314,2.54415176 48.64020703,2.5438338 48.64024809,2.54364467 48.64030223,2.54335791 48.64034431,2.54298571 48.64037976,2.54268935 48.6404344,2.54254134 48.64044192,2.54243305 48.64040823,2.54234807 48.64034763,2.5423212 48.64031695,2.54225559 48.64021415,2.54223684 48.64018529)",troncon_de_route.TRONROUT0000000246102527,"4587","4604","0"
"LINESTRING (2.55062661 48.63854865,2.55076363 48.63855636,2.55094146 48.63855254,2.5511329 48.63854426,2.55129473 48.63850619,2.5514048 48.63849042,2.55148087 48.63848351,2.55161031 48.63842463,2.55171089 48.63840702,2.55185091 48.63838056,2.55193808 48.63834491)",troncon_de_route.TRONROUT0000000246102528,"4594","1462","0"
"LINESTRING (2.54565808 48.64039178,2.54578574 48.64053979,2.54582314 48.64060919,2.54582286 48.64064157,2.54580764 48.6406748,2.54578162 48.64070168,2.54572165 48.64073024,2.54563884 48.64073262,2.54555747 48.64072512,2.54548281 48.64072573,2.54540958 48.64071826,2.54536353 48.64070729,2.54529843 48.64070164,2.54524275 48.64070503,2.54521553 48.64071302,2.54518833 48.64072011,2.54513404 48.6407199,2.5450703 48.64071336,2.54477702 48.64072573,2.54474157 48.64074449,2.54470073 48.64075783,2.54464102 48.6407576,2.54460447 48.64074576,2.54452853 48.64073828,2.54421487 48.64075327,2.54418489 48.64076665,2.54416839 48.64079087,2.54414354 48.64083845)",troncon_de_route.TRONROUT0000000246102529,"4592","4605","0"
"LINESTRING (2.5447684 48.64280895,2.54477009 48.64292679)",troncon_de_route.TRONROUT0000000246102531,"4606","1395","0"
"LINESTRING (2.54438931 48.64269776,2.54476539 48.64268661,2.5447684 48.64280895)",troncon_de_route.TRONROUT0000000246102532,"4607","4606","0"
"LINESTRING (2.54419581 48.64294079,2.5442056 48.64290754,2.54422623 48.64287704,2.5442794 48.64285026,2.54433933 48.6428262,2.54438556 48.64281648,2.5447684 48.64280895)",troncon_de_route.TRONROUT0000000246102537,"4555","4606","0"
"LINESTRING (2.5447684 48.64280895,2.54522192 48.6427891,2.54534981 48.6427554,2.5454055 48.64275022,2.54710651 48.64271982,2.54710327 48.64262356,2.54740325 48.642622)",troncon_de_route.TRONROUT0000000246102538,"4606","4603","0"
"LINESTRING (2.54408228 48.64132665,2.54408692 48.64141751,2.5441458 48.64260508,2.5441535 48.64265638,2.54419396 48.64268622,2.54423458 48.64269717,2.54428478 48.64270006,2.54433501 48.64269846,2.54438931 48.64269776)",troncon_de_route.TRONROUT0000000246102539,"4590","4607","0"
"LINESTRING (2.54958428 48.63980762,2.54958952 48.63967272,2.54959895 48.63952253)",troncon_de_route.TRONROUT0000000246103437,"1543","4601","1"
"LINESTRING (2.54871843 48.63759516,2.54874656 48.63763844,2.54880291 48.63771331,2.54884171 48.63777823,2.54884452 48.63792486)",troncon_de_route.TRONROUT0000000246103439,"4823","1513","-1"
"LINESTRING (2.54997578 48.63784278,2.55022745 48.63777447,2.55044921 48.63771234,2.55070633 48.63764225,2.55097162 48.63756769,2.5512301 48.63749671,2.55146547 48.63743013,2.55168448 48.63737069,2.55190352 48.63730945,2.5521103 48.63725265,2.55234021 48.63718875,2.55263684 48.63709992)",troncon_de_route.TRONROUT0000000246103448,"1536","1494","0"
"LINESTRING (2.54323235 48.63933549,2.54377243 48.63888061)",troncon_de_route.TRONROUT0000000246103510,"1610","1632","0"
"LINESTRING (2.54370759 48.63884528,2.54377243 48.63888061)",troncon_de_route.TRONROUT0000000246103511,"1613","1632","0"
"LINESTRING (2.54223684 48.64018529,2.54323235 48.63933549)",troncon_de_route.TRONROUT0000000246103512,"4604","1610","0"
"LINESTRING (2.55091463 48.6427855,2.55094861 48.64262192,2.55096876 48.64248887)",troncon_de_route.TRONROUT0000000246103513,"1375","1378","1"
"LINESTRING (2.54966684 48.63952009,2.54959895 48.63952253)",troncon_de_route.TRONROUT0000000246103765,"1515","4601","0"
"LINESTRING (2.53901294 48.6419233,2.5391115 48.64198305,2.53944925 48.64216156,2.53955061 48.64221232,2.53965762 48.64223702)",troncon_de_route.TRONROUT0000000246131832,"3338","3336","0"
"LINESTRING (2.54414354 48.64083845,2.54400645 48.64083882)",troncon_de_route.TRONROUT0000000247244865,"4605","4548","0"
