WKT,link_id,source,target,direction
"LINESTRING (2.54414354 48.64083845,2.5443118 48.64084359,2.54458726 48.64085184,2.54485203 48.64084026,2.54511698 48.64080889,2.54534386 48.64078457,2.54561672 48.64077841,2.54635126 48.64075063,2.54663354 48.6407544,2.54673947 48.64074761,2.54731782 48.64073002,2.54776857 48.64071464,2.54803611 48.64069677,2.54819233 48.64068207,2.54842725 48.64066946,2.5486377 48.64066127,2.54887666 48.64065138,2.54939803 48.64063176,2.54952292 48.64062954,2.54957723 48.64062704)",troncon_de_route.TRONROUT0000000247244866,"4605","1509","0"
"LINESTRING (2.54959895 48.63952253,2.54958824 48.63918968,2.54957452 48.6390493,2.54952853 48.63887372,2.54950346 48.63878998,2.5494716 48.638708,2.54944895 48.63865844,2.54939238 48.63860786)",troncon_de_route.TRONROUT0000000247881261,"4601","1527","1"
"LINESTRING (2.54950394 48.63826197,2.54947058 48.63835359,2.54945616 48.63845158,2.54947845 48.63854252,2.54952239 48.63864163,2.54960324 48.63886681,2.54964386 48.63903607,2.54967242 48.6391864,2.5496762 48.63937801,2.54966684 48.63952009)",troncon_de_route.TRONROUT0000000247881262,"1523","1515","1"
"LINESTRING (2.54223684 48.64018529,2.54171178 48.64062673)",troncon_de_route.TRONROUT0000000288134526,"4604","5028","0"
"LINESTRING (2.54171178 48.64062673,2.54157098 48.64074043)",troncon_de_route.TRONROUT0000000288134527,"5028","4596","0"
"LINESTRING (2.54088797 48.64123882,2.54149383 48.64071584)",troncon_de_route.TRONROUT0000000288134528,"3335","5029","0"
"LINESTRING (2.54149383 48.64071584,2.54154988 48.64067019,2.54159226 48.64063527,2.54165112 48.64057883)",troncon_de_route.TRONROUT0000000288134529,"5029","1590","0"
"LINESTRING (2.54261126 48.64284657,2.54180605 48.64241621,2.54174545 48.642362,2.54175949 48.64230809,2.54206865 48.64203313,2.54207434 48.64200437,2.54206918 48.64197286,2.54201248 48.64193757,2.54133029 48.64156615)",troncon_de_route.TRONROUT0000000296096551,"1402","5058","0"
"LINESTRING (2.54261126 48.64284657,2.54264407 48.64281971,2.54273271 48.64277237,2.54287276 48.64274413,2.54298275 48.64273915,2.5430722 48.64275479,2.54316423 48.64278572,2.54323181 48.64281836,2.54329652 48.64286898,2.54333 48.64292038)",troncon_de_route.TRONROUT0000000296096552,"1402","1397","1"
"LINESTRING (2.54741197 48.64287029,2.54781787 48.64286374,2.54791563 48.64285961)",troncon_de_route.TRONROUT0000000347692298,"1396","5306","1"
"LINESTRING (2.54933376 48.64100211,2.54934296 48.64214092,2.54928373 48.64224144,2.54920725 48.64229512,2.54905292 48.64240608,2.5488897 48.64244594,2.548139 48.64245658,2.54799078 48.6424875,2.54792229 48.6425601,2.54791055 48.64281912,2.54791563 48.64285961)",troncon_de_route.TRONROUT0000000347692300,"5307","5306","0"
"LINESTRING (2.54791563 48.64285961,2.54815052 48.64285151,2.54852796 48.64284035,2.54884838 48.64282987,2.54889318 48.64282914,2.54897339 48.64281415,2.54906047 48.64279019,2.5491884 48.6427502)",troncon_de_route.TRONROUT0000000351568903,"5306","4270","1"
"LINESTRING (2.54029535 48.64303374,2.54035748 48.64306906,2.5409037 48.64315842,2.54127774 48.64322553,2.54131354 48.64363224,2.54133202 48.64384639,2.54134348 48.64393369,2.54133781 48.64396065,2.54131865 48.64397857,2.54128322 48.64399462,2.54124113 48.64399536,2.54074389 48.6438918,2.53982785 48.64371556,2.53900132 48.64355046,2.53874657 48.6435009,2.53883223 48.64333032,2.53889386 48.6432685,2.53911955 48.64307148,2.53923983 48.6429775,2.53934235 48.64289514,2.53940235 48.64286389,2.53945808 48.64285511,2.54010835 48.64299794,2.54029535 48.64303374)",troncon_de_route.TRONROUT0000002000120902,"5502","5503","1"
"LINESTRING (2.54063078 48.64270582,2.54029711 48.64298788,2.54029139 48.64302114,2.54029535 48.64303374)",troncon_de_route.TRONROUT0000002000120903,"3212","5502","0"
"LINESTRING (2.54133506 48.64303595,2.54161318 48.64305141,2.54202859 48.64304402,2.5421114 48.64304254)",troncon_de_route.TRONROUT0000002000120904,"5504","1403","0"
"LINESTRING (2.54164771 48.64034854,2.5416393 48.64037909,2.54162251 48.64043659,2.5416372 48.64046363,2.54169535 48.64048815)",troncon_de_route.TRONROUT0000002005253820,"5545","5546","0"
"LINESTRING (2.54155043 48.64029779,2.54159366 48.64032135,2.54164771 48.64034854)",troncon_de_route.TRONROUT0000002005253821,"1594","5545","0"
"LINESTRING (2.54213426 48.64011924,2.54206864 48.64017385,2.54169535 48.64048815)",troncon_de_route.TRONROUT0000002005253823,"5547","5546","0"
"LINESTRING (2.54162961 48.63916112,2.54166131 48.63926019,2.54223279 48.63956192,2.54223806 48.63957993,2.54222023 48.63960145,2.54209301 48.6397152,2.5420928 48.63973949,2.54209887 48.63982047,2.5421226 48.63990061,2.54211401 48.63995185,2.54210147 48.63998868,2.54205465 48.64006586,2.54213426 48.64011924)",troncon_de_route.TRONROUT0000002005253824,"1639","5547","0"
"LINESTRING (2.54216397 48.64013644,2.54223684 48.64018529)",troncon_de_route.TRONROUT0000002005253825,"1589","4604","0"
"LINESTRING (2.54319068 48.63928855,2.5427217 48.63968343,2.54216397 48.64013644)",troncon_de_route.TRONROUT0000002005253826,"1611","1589","0"
"LINESTRING (2.54213426 48.64011924,2.54216397 48.64013644)",troncon_de_route.TRONROUT0000002005253827,"5547","1589","0"
"LINESTRING (2.54133506 48.64303595,2.54134913 48.64313315,2.54136754 48.64320159,2.54138537 48.64333478,2.54146734 48.6440493)",troncon_de_route.TRONROUT0000002205799252,"5504","5596","0"
"LINESTRING (2.54063078 48.64270582,2.54081725 48.64280189,2.54082264 48.6428055,2.54116717 48.64298763,2.5412687 48.64301861,2.54133506 48.64303595)",troncon_de_route.TRONROUT0000002205799253,"3212","5504","0"
"LINESTRING (2.5398443 48.6412276,2.54019028 48.6409339)",troncon_de_route.TRONROUT0000002207439532,"3339","5626","0"
"LINESTRING (2.54748865 48.63714164,2.54764942 48.63722681,2.54776698 48.63728662,2.54793878 48.63735204,2.54807953 48.63739844,2.54834761 48.63747322,2.54862244 48.63755162,2.54871843 48.63759516)",troncon_de_route.TRONROUT0000002207536156,"4264","4823","0"
"LINESTRING (2.54871843 48.63759516,2.54876173 48.63760972,2.54883479 48.63763698,2.54891847 48.63769037,2.54901313 48.6377312,2.54913638 48.63776045)",troncon_de_route.TRONROUT0000002207536157,"4823","1514","1"
"LINESTRING (2.54965335 48.64061384,2.54957723 48.64062704)",troncon_de_route.TRONROUT0000002207536158,"1538","1509","0"
"LINESTRING (2.54966333 48.63992755,2.54966264 48.64000761)",troncon_de_route.TRONROUT0000002207536159,"1503","1542","1"
"LINESTRING (2.54881718 48.63810555,2.54881227 48.63804527,2.54881826 48.63797963,2.54884452 48.63792486)",troncon_de_route.TRONROUT0000002207536179,"1526","1513","1"
